No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
NOLSM4581726458,2,Etching,630.0,1205.0,3647.0,5706.0,70.657,51.429,1.035,17,53,05-03-2026
NOLSM4591727459,3,Etching,343.0,1589.0,3672.0,5702.0,71.628,50.959,1.033,17,54,05-03-2026
NOLSM433171,3,Etching,383.0,1500.0,3677.0,5695.0,71.885,51.539,1.018,17,1,05-03-2026
NOLSM434172,2,Etching,180.0,1663.0,3649.0,5714.0,71.389,51.222,1.026,17,2,05-03-2026
NOLSM435173,1,Etching,335.0,1355.0,3620.0,5734.0,72.879,50.689,1.055,17,3,05-03-2026
NOLSM436174,1,Etching,270.0,1372.0,3678.0,5709.0,71.999,51.884,1.039,17,4,05-03-2026
NOLSM437175,2,Etching,197.0,1570.0,3648.0,5702.0,71.542,51.623,1.029,17,5,05-03-2026
NOLSM438176,3,Etching,392.0,1522.0,3651.0,5696.0,70.415,51.003,1.032,17,6,05-03-2026
NOLSM439177,2,Etching,557.0,1507.0,3653.0,5697.0,71.625,51.508,1.029,17,7,05-03-2026
NOLSM440178,1,Etching,266.0,1360.0,3678.0,5709.0,69.329,51.433,1.03,17,8,05-03-2026
NOLSM441179,1,Etching,471.0,1525.0,3667.0,5710.0,71.466,51.876,1.02,17,9,05-03-2026
NOLSM4421710,3,Etching,354.0,1495.0,3646.0,5708.0,71.554,50.636,1.041,17,10,05-03-2026
NOLSM4431711,3,Etching,424.0,1500.0,3672.0,5728.0,70.799,51.133,1.036,17,11,05-03-2026
NOLSM4441712,2,Etching,319.0,1431.0,3647.0,5737.0,70.839,51.372,1.044,17,12,05-03-2026
NOLSM4451713,1,Etching,360.0,1583.0,3662.0,5704.0,72.306,50.665,1.031,17,13,05-03-2026
NOLSM4461714,1,Etching,337.0,1434.0,3645.0,5727.0,71.503,50.367,1.064,17,14,05-03-2026
NOLSM4471715,2,Etching,506.0,1384.0,3621.0,5718.0,72.064,51.406,1.016,17,15,05-03-2026
NOLSM4481716,3,Etching,435.0,1509.0,3654.0,5751.0,71.033,50.453,1.021,17,16,05-03-2026
NOLSM4491717,3,Etching,337.0,1498.0,3639.0,5729.0,71.134,50.369,1.036,17,17,05-03-2026
NOLSM4501718,1,Etching,268.0,1372.0,3673.0,5694.0,70.685,50.708,1.041,17,18,05-03-2026
NOLSM4511719,1,Etching,398.0,1479.0,3668.0,5716.0,68.15,50.463,1.04,17,19,05-03-2026
NOLSM4521720,3,Etching,435.0,1556.0,3665.0,5689.0,73.081,51.389,1.022,17,20,05-03-2026
NOLSM4531721,3,Etching,337.0,1319.0,3656.0,5714.0,71.234,51.688,1.029,17,21,05-03-2026
NOLSM4541722,2,Etching,207.0,1517.0,3613.0,5723.0,70.287,50.762,1.055,17,22,05-03-2026
NOLSM4551723,1,Etching,298.0,1575.0,3682.0,5737.0,71.399,51.216,1.015,17,23,05-03-2026
NOLSM4561724,1,Etching,511.0,1487.0,3674.0,5688.0,72.158,51.151,1.054,17,24,05-03-2026
NOLSM4571725,3,Etching,291.0,1623.0,3667.0,5730.0,71.972,50.805,1.035,17,25,05-03-2026
NOLSM4581726,3,Etching,630.0,1205.0,3647.0,5706.0,70.657,50.916,1.035,17,26,05-03-2026
NOLSM4591727,2,Etching,343.0,1589.0,3672.0,5702.0,71.628,51.567,1.033,17,27,05-03-2026
NOLSM460181460,1,Etching,98.0,1370.0,3614.0,5683.0,68.846,51.516,1.0,18,28,06-03-2026
NOLSM461182461,2,Etching,183.0,1346.0,3615.0,5711.0,69.097,50.559,1.014,18,29,06-03-2026
NOLSM462183462,3,Etching,195.0,1396.0,3628.0,5704.0,70.485,51.093,1.027,18,30,06-03-2026
NOLSM463184463,1,Etching,183.0,1378.0,3630.0,5689.0,70.805,51.007,1.025,18,31,06-03-2026
NOLSM464185464,2,Etching,152.0,1420.0,3636.0,5717.0,71.258,51.175,1.029,18,32,06-03-2026
NOLSM465186465,3,Etching,150.0,1329.0,3637.0,5708.0,71.248,51.054,1.026,18,33,06-03-2026
NOLSM466187466,1,Etching,62.0,1418.0,3634.0,5732.0,71.248,51.153,1.029,18,34,06-03-2026
NOLSM467188467,2,Etching,143.0,1415.0,3636.0,5701.0,71.378,51.38,1.034,18,35,06-03-2026
NOLSM468189468,3,Etching,113.0,1413.0,3638.0,5726.0,71.36,50.989,1.025,18,36,06-03-2026
NOLSM4691810469,1,Etching,178.0,1486.0,3639.0,5726.0,71.225,51.355,1.034,18,37,06-03-2026
NOLSM4701811470,2,Etching,241.0,1505.0,3637.0,5728.0,71.244,51.355,1.034,18,38,06-03-2026
NOLSM4711812471,3,Etching,165.0,1399.0,3635.0,5705.0,71.221,51.61,1.04,18,39,06-03-2026
NOLSM4721813472,1,Etching,136.0,1393.0,3639.0,5733.0,71.371,51.651,1.041,18,40,06-03-2026
NOLSM4731814473,2,Etching,192.0,1438.0,3642.0,5693.0,71.321,51.618,1.04,18,41,06-03-2026
NOLSM4741815474,3,Etching,167.0,1414.0,3635.0,5725.0,71.375,51.608,1.04,18,42,06-03-2026
NOLSM4751816475,1,Etching,142.0,1461.0,3640.0,5689.0,71.47,51.881,1.047,18,43,06-03-2026
NOLSM4761817476,2,Etching,200.0,1448.0,3635.0,5706.0,71.346,51.626,1.041,18,44,06-03-2026
NOLSM4771818477,3,Etching,107.0,1370.0,3636.0,5721.0,71.284,51.506,1.038,18,45,06-03-2026
NOLSM4781819478,1,Etching,53.0,1311.0,3635.0,5721.0,71.345,51.632,1.041,18,46,06-03-2026
NOLSM4791820479,2,Etching,228.0,1356.0,3640.0,5721.0,71.322,51.699,1.042,18,47,06-03-2026
NOLSM4801821480,3,Etching,182.0,1372.0,3640.0,5704.0,71.411,51.862,1.047,18,48,06-03-2026
NOLSM4811822481,1,Etching,136.0,1308.0,3634.0,5705.0,71.383,51.928,1.048,18,49,06-03-2026
NOLSM4821823482,2,Etching,160.0,1306.0,3637.0,5715.0,71.517,52.139,1.053,18,50,06-03-2026
NOLSM4831824483,3,Etching,132.0,1709.0,3637.0,5729.0,71.304,51.748,1.044,18,51,06-03-2026
NOLSM4841825484,1,Etching,145.0,1468.0,3638.0,5723.0,71.296,51.876,1.047,18,52,06-03-2026
NOLSM4851826485,2,Etching,114.0,1466.0,3635.0,5696.0,71.4,51.904,1.048,18,53,06-03-2026
NOLSM4861827486,3,Etching,210.0,1390.0,3644.0,5732.0,71.385,51.894,1.047,18,54,06-03-2026
NOLSM460181,1,Etching,98.0,1370.0,3614.0,5683.0,68.846,49.99,1.0,18,1,06-03-2026
NOLSM461182,1,Etching,183.0,1346.0,3615.0,5711.0,69.097,50.559,1.014,18,2,06-03-2026
NOLSM462183,2,Etching,195.0,1396.0,3628.0,5704.0,70.485,51.093,1.027,18,3,06-03-2026
NOLSM463184,3,Etching,183.0,1378.0,3630.0,5689.0,70.805,51.007,1.025,18,4,06-03-2026
NOLSM464185,3,Etching,152.0,1420.0,3636.0,5717.0,71.258,51.175,1.029,18,5,06-03-2026
NOLSM465186,2,Etching,150.0,1329.0,3637.0,5708.0,71.248,51.054,1.026,18,6,06-03-2026
NOLSM466187,1,Etching,62.0,1418.0,3634.0,5732.0,71.248,51.153,1.029,18,7,06-03-2026
NOLSM467188,1,Etching,143.0,1415.0,3636.0,5701.0,71.378,51.38,1.034,18,8,06-03-2026
NOLSM468189,2,Etching,113.0,1413.0,3638.0,5726.0,71.36,50.989,1.025,18,9,06-03-2026
NOLSM4691810,3,Etching,178.0,1486.0,3639.0,5726.0,71.225,51.355,1.034,18,10,06-03-2026
NOLSM4701811,2,Etching,241.0,1505.0,3637.0,5728.0,71.244,51.355,1.034,18,11,06-03-2026
NOLSM4711812,1,Etching,165.0,1399.0,3635.0,5705.0,71.221,51.61,1.04,18,12,06-03-2026
NOLSM4721813,1,Etching,136.0,1393.0,3639.0,5733.0,71.371,51.651,1.041,18,13,06-03-2026
NOLSM4731814,2,Etching,192.0,1438.0,3642.0,5693.0,71.321,51.618,1.04,18,14,06-03-2026
NOLSM4741815,3,Etching,167.0,1414.0,3635.0,5725.0,71.375,51.608,1.04,18,15,06-03-2026
NOLSM4751816,3,Etching,142.0,1461.0,3640.0,5689.0,71.47,51.881,1.047,18,16,06-03-2026
NOLSM4761817,1,Etching,200.0,1448.0,3635.0,5706.0,71.346,51.626,1.041,18,17,06-03-2026
NOLSM4771818,1,Etching,107.0,1370.0,3636.0,5721.0,71.284,51.506,1.038,18,18,06-03-2026
NOLSM4781819,2,Etching,53.0,1311.0,3635.0,5721.0,71.345,51.632,1.041,18,19,06-03-2026
NOLSM4791820,3,Etching,228.0,1356.0,3640.0,5721.0,71.322,51.699,1.042,18,20,06-03-2026
NOLSM4801821,3,Etching,182.0,1372.0,3640.0,5704.0,71.411,51.862,1.047,18,21,06-03-2026
NOLSM4811822,2,Etching,136.0,1308.0,3634.0,5705.0,71.383,51.928,1.048,18,22,06-03-2026
NOLSM4821823,1,Etching,160.0,1306.0,3637.0,5715.0,71.517,52.139,1.053,18,23,06-03-2026
NOLSM4831824,1,Etching,132.0,1373.0,3637.0,5729.0,71.304,51.748,1.044,18,24,06-03-2026
NOLSM4841825,2,Etching,145.0,1413.0,3638.0,5723.0,71.296,51.876,1.047,18,25,06-03-2026
NOLSM4851826,3,Etching,114.0,1282.0,3635.0,5696.0,71.4,51.904,1.048,18,26,06-03-2026
NOLSM4861827,3,Etching,210.0,1428.0,3644.0,5732.0,71.385,51.894,1.047,18,27,06-03-2026
NOLSM487191487,1,Etching,191.0,1561.0,3640.0,5690.0,71.52,52.092,1.052,19,28,07-03-2026
NOLSM488192488,2,Etching,180.0,1665.0,3636.0,5711.0,71.539,52.101,1.053,19,29,07-03-2026
NOLSM489193489,3,Etching,241.0,1573.0,3637.0,5704.0,71.544,52.168,1.054,19,30,07-03-2026
NOLSM490194490,1,Etching,210.0,1526.0,3646.0,5694.0,71.695,52.326,1.058,19,31,07-03-2026
NOLSM491195491,2,Etching,136.0,1481.0,3640.0,5721.0,71.608,52.369,1.059,19,32,07-03-2026
NOLSM492196492,3,Etching,198.0,1588.0,3641.0,5726.0,71.56,51.699,1.042,19,33,07-03-2026
NOLSM493197493,1,Etching,186.0,1441.0,3645.0,5729.0,71.397,51.598,1.04,19,34,07-03-2026
NOLSM494198494,2,Etching,195.0,1441.0,3642.0,5732.0,71.348,51.548,1.039,19,35,07-03-2026
NOLSM495199495,3,Etching,270.0,1402.0,3639.0,5720.0,71.033,51.571,1.039,19,36,07-03-2026
NOLSM4961910496,1,Etching,185.0,1459.0,3646.0,5692.0,71.137,51.729,1.043,19,37,07-03-2026
NOLSM4971911497,2,Etching,363.0,1508.0,3656.0,5702.0,71.234,51.523,1.038,19,38,07-03-2026
NOLSM4981912498,3,Etching,243.0,1459.0,3646.0,5721.0,71.249,51.41,1.035,19,39,07-03-2026
NOLSM4991913499,1,Etching,281.0,1497.0,3651.0,5688.0,71.169,51.932,1.048,19,40,07-03-2026
NOLSM5001914500,2,Etching,326.0,1514.0,3653.0,5696.0,71.153,51.904,1.048,19,41,07-03-2026
NOLSM5011915501,3,Etching,345.0,1492.0,3652.0,5729.0,71.196,51.51,1.038,19,42,07-03-2026
NOLSM5021916502,1,Etching,325.0,1442.0,3657.0,5711.0,71.174,52.03,1.051,19,43,07-03-2026
NOLSM5031917503,2,Etching,175.0,1538.0,3657.0,5709.0,71.287,52.084,1.052,19,44,07-03-2026
NOLSM5041918504,3,Etching,202.0,1515.0,3677.0,5719.0,71.17,51.986,1.05,19,45,07-03-2026
NOLSM5051919505,1,Etching,313.0,1422.0,3631.0,5703.0,71.164,50.934,1.023,19,46,07-03-2026
NOLSM5061920506,2,Etching,224.0,1453.0,3636.0,5722.0,71.119,51.06,1.027,19,47,07-03-2026
NOLSM5071921507,3,Etching,333.0,1450.0,3633.0,5702.0,71.256,51.492,1.037,19,48,07-03-2026
NOLSM5081922508,1,Etching,269.0,1338.0,3633.0,5724.0,71.402,51.537,1.038,19,49,07-03-2026
NOLSM5091923509,2,Etching,216.0,1455.0,3631.0,5712.0,71.287,51.127,1.028,19,50,07-03-2026
NOLSM5101924510,3,Etching,236.0,1342.0,3631.0,5717.0,70.95,51.203,1.03,19,51,07-03-2026
NOLSM5111925511,1,Etching,151.0,1369.0,3629.0,5722.0,70.909,51.425,1.036,19,52,07-03-2026
NOLSM5121926512,2,Etching,207.0,1388.0,3638.0,5727.0,71.054,51.231,1.031,19,53,07-03-2026
NOLSM5131927513,3,Etching,212.0,1378.0,3635.0,5686.0,70.693,51.008,1.025,19,54,07-03-2026
NOLSM487191,2,Etching,191.0,1382.0,3640.0,5690.0,71.52,52.092,1.052,19,1,07-03-2026
NOLSM488192,1,Etching,180.0,1403.0,3636.0,5711.0,71.539,52.101,1.053,19,2,07-03-2026
NOLSM489193,1,Etching,241.0,1372.0,3637.0,5704.0,71.544,52.168,1.054,19,3,07-03-2026
NOLSM490194,2,Etching,210.0,1448.0,3646.0,5694.0,71.695,52.326,1.058,19,4,07-03-2026
NOLSM491195,3,Etching,136.0,1428.0,3640.0,5721.0,71.608,52.369,1.059,19,5,07-03-2026
NOLSM492196,3,Etching,198.0,1388.0,3641.0,5726.0,71.56,51.699,1.042,19,6,07-03-2026
NOLSM493197,2,Etching,186.0,1388.0,3645.0,5729.0,71.397,51.598,1.04,19,7,07-03-2026
NOLSM494198,1,Etching,195.0,1358.0,3642.0,5732.0,71.348,51.548,1.039,19,8,07-03-2026
NOLSM495199,1,Etching,270.0,1368.0,3639.0,5720.0,71.363,51.571,1.039,19,9,07-03-2026
NOLSM4961910,2,Etching,185.0,1459.0,3646.0,5692.0,71.496,51.729,1.043,19,10,07-03-2026
NOLSM4971911,3,Etching,363.0,1508.0,3656.0,5702.0,71.364,51.523,1.038,19,11,07-03-2026
NOLSM4981912,3,Etching,243.0,1459.0,3646.0,5721.0,71.298,51.41,1.035,19,12,07-03-2026
NOLSM4991913,2,Etching,281.0,1497.0,3651.0,5688.0,71.556,51.932,1.048,19,13,07-03-2026
NOLSM5001914,1,Etching,326.0,1514.0,3653.0,5696.0,71.56,51.904,1.048,19,14,07-03-2026
NOLSM5011915,1,Etching,345.0,1492.0,3652.0,5729.0,71.456,51.51,1.038,19,15,07-03-2026
NOLSM5021916,2,Etching,325.0,1442.0,3657.0,5711.0,71.648,52.03,1.051,19,16,07-03-2026
NOLSM5031917,3,Etching,365.0,1538.0,3657.0,5709.0,71.651,52.084,1.052,19,17,07-03-2026
NOLSM5041918,3,Etching,625.0,1515.0,3677.0,5719.0,71.633,51.986,1.05,19,18,07-03-2026
NOLSM5051919,2,Etching,50.0,1422.0,3631.0,5703.0,70.995,50.934,1.023,19,19,07-03-2026
NOLSM5061920,1,Etching,214.0,1453.0,3636.0,5722.0,70.95,51.06,1.027,19,20,07-03-2026
NOLSM5071921,1,Etching,136.0,1450.0,3633.0,5702.0,71.011,51.492,1.037,19,21,07-03-2026
NOLSM5081922,2,Etching,95.0,1338.0,3633.0,5724.0,71.159,51.537,1.038,19,22,07-03-2026
NOLSM5091923,3,Etching,151.0,1455.0,3631.0,5712.0,70.974,51.127,1.028,19,23,07-03-2026
NOLSM5101924,2,Etching,53.0,1342.0,3631.0,5717.0,70.95,51.203,1.03,19,24,07-03-2026
NOLSM5111925,1,Etching,148.0,1369.0,3629.0,5722.0,70.909,51.425,1.036,19,25,07-03-2026
NOLSM5121926,1,Etching,188.0,1388.0,3638.0,5727.0,71.054,51.231,1.031,19,26,07-03-2026
NOLSM5131927,2,Etching,221.0,1378.0,3635.0,5686.0,70.693,51.008,1.025,19,27,07-03-2026
NOLSM514201514,1,Etching,218.0,1441.0,3639.0,5720.0,70.665,50.887,1.022,20,28,08-03-2026
NOLSM515202515,2,Etching,177.0,1328.0,3636.0,5714.0,70.586,50.914,1.023,20,29,08-03-2026
NOLSM516203516,3,Etching,221.0,1418.0,3639.0,5702.0,70.748,51.262,1.032,20,30,08-03-2026
NOLSM517204517,1,Etching,175.0,1408.0,3630.0,5717.0,70.693,50.996,1.025,20,31,08-03-2026
NOLSM518205518,2,Etching,236.0,1391.0,3636.0,5714.0,70.98,51.72,1.043,20,32,08-03-2026
NOLSM519206519,3,Etching,286.0,1349.0,3635.0,5680.0,70.908,51.437,1.036,20,33,08-03-2026
NOLSM520207520,1,Etching,174.0,1432.0,3635.0,5729.0,70.984,51.358,1.034,20,34,08-03-2026
NOLSM521208521,2,Etching,136.0,1331.0,3630.0,5717.0,70.929,51.567,1.039,20,35,08-03-2026
NOLSM522209522,3,Etching,208.0,1350.0,3632.0,5719.0,70.929,51.831,1.047,20,36,08-03-2026
NOLSM5232010523,1,Etching,404.0,1460.0,3649.0,5687.0,71.047,51.579,1.048,20,37,08-03-2026
NOLSM5242011524,2,Etching,111.0,1260.0,3631.0,5681.0,71.109,51.717,1.048,20,38,08-03-2026
NOLSM5252012525,3,Etching,217.0,1337.0,3638.0,5720.0,71.133,51.574,1.047,20,39,08-03-2026
NOLSM5262013526,1,Etching,177.0,1323.0,3633.0,5709.0,70.946,51.451,1.047,20,40,08-03-2026
NOLSM5272014527,2,Etching,193.0,1511.0,3637.0,5696.0,71.033,51.592,1.046,20,41,08-03-2026
NOLSM5282015528,3,Etching,237.0,1709.0,3641.0,5691.0,71.137,51.717,1.047,20,42,08-03-2026
NOLSM5292016529,1,Etching,255.0,1468.0,3641.0,5729.0,71.234,51.851,1.051,20,43,08-03-2026
NOLSM5302017530,2,Etching,256.0,1466.0,3643.0,5709.0,71.249,51.735,1.052,20,44,08-03-2026
NOLSM5312018531,3,Etching,151.0,1390.0,3634.0,5711.0,71.169,51.714,1.053,20,45,08-03-2026
NOLSM5322019532,1,Etching,206.0,1561.0,3641.0,5725.0,71.153,51.744,1.056,20,46,08-03-2026
NOLSM5332020533,2,Etching,158.0,1665.0,3637.0,5693.0,71.196,51.704,1.043,20,47,08-03-2026
NOLSM5342021534,3,Etching,278.0,1573.0,3641.0,5689.0,71.174,51.699,1.042,20,48,08-03-2026
NOLSM5352022535,1,Etching,381.0,1526.0,3656.0,5713.0,71.287,51.796,1.045,20,49,08-03-2026
NOLSM5362023536,2,Etching,297.0,1481.0,3645.0,5708.0,71.17,51.694,1.042,20,50,08-03-2026
NOLSM5372024537,3,Etching,212.0,1588.0,3639.0,5698.0,71.164,51.679,1.042,20,51,08-03-2026
NOLSM5382025538,1,Etching,177.0,1441.0,3640.0,5687.0,71.119,51.595,1.04,20,52,08-03-2026
NOLSM5392026539,2,Etching,190.0,1441.0,3636.0,5722.0,71.256,51.811,1.045,20,53,08-03-2026
NOLSM5402027540,3,Etching,204.0,1402.0,3641.0,5728.0,71.402,51.834,1.046,20,54,08-03-2026
NOLSM514201,3,Etching,256.0,1441.0,3639.0,5720.0,70.665,50.887,1.022,20,1,08-03-2026
NOLSM515202,3,Etching,191.0,1328.0,3636.0,5714.0,70.586,50.914,1.023,20,2,08-03-2026
NOLSM516203,2,Etching,224.0,1418.0,3639.0,5702.0,70.748,51.262,1.032,20,3,08-03-2026
NOLSM517204,1,Etching,122.0,1408.0,3630.0,5717.0,70.693,50.996,1.025,20,4,08-03-2026
NOLSM518205,1,Etching,236.0,1391.0,3636.0,5714.0,70.98,51.72,1.043,20,5,08-03-2026
NOLSM519206,2,Etching,286.0,1349.0,3635.0,5680.0,70.908,51.437,1.036,20,6,08-03-2026
NOLSM520207,3,Etching,174.0,1432.0,3635.0,5729.0,70.984,51.358,1.034,20,7,08-03-2026
NOLSM521208,2,Etching,136.0,1331.0,3630.0,5717.0,70.929,51.567,1.039,20,8,08-03-2026
NOLSM522209,1,Etching,208.0,1350.0,3632.0,5719.0,70.929,51.831,1.046,20,9,08-03-2026
NOLSM5232010,1,Etching,404.0,1460.0,3649.0,5687.0,71.047,51.579,1.039,20,10,08-03-2026
NOLSM5242011,2,Etching,111.0,1260.0,3631.0,5681.0,71.109,51.717,1.043,20,11,08-03-2026
NOLSM5252012,3,Etching,217.0,1337.0,3638.0,5720.0,71.133,51.574,1.039,20,12,08-03-2026
NOLSM5262013,3,Etching,177.0,1323.0,3633.0,5709.0,70.946,51.451,1.036,20,13,08-03-2026
NOLSM5272014,2,Etching,193.0,1511.0,3637.0,5696.0,71.033,51.592,1.04,20,14,08-03-2026
NOLSM5282015,1,Etching,237.0,1488.0,3641.0,5691.0,71.137,51.717,1.043,20,15,08-03-2026
NOLSM5292016,1,Etching,255.0,1482.0,3641.0,5729.0,71.234,51.851,1.046,20,16,08-03-2026
NOLSM5302017,2,Etching,256.0,1482.0,3643.0,5709.0,71.249,51.735,1.043,20,17,08-03-2026
NOLSM5312018,3,Etching,151.0,1386.0,3634.0,5711.0,71.169,51.714,1.043,20,18,08-03-2026
NOLSM5322019,3,Etching,206.0,1519.0,3641.0,5725.0,71.153,51.744,1.044,20,19,08-03-2026
NOLSM5332020,2,Etching,158.0,1394.0,3637.0,5693.0,71.196,51.704,1.043,20,20,08-03-2026
NOLSM5342021,1,Etching,278.0,1446.0,3641.0,5689.0,71.174,51.699,1.042,20,21,08-03-2026
NOLSM5352022,1,Etching,381.0,1519.0,3656.0,5713.0,71.287,51.796,1.045,20,22,08-03-2026
NOLSM5362023,2,Etching,297.0,1509.0,3645.0,5708.0,71.17,51.694,1.042,20,23,08-03-2026
NOLSM5372024,3,Etching,212.0,1455.0,3639.0,5698.0,71.164,51.679,1.042,20,24,08-03-2026
NOLSM5382025,2,Etching,177.0,1377.0,3640.0,5687.0,71.119,51.595,1.04,20,25,08-03-2026
NOLSM5392026,1,Etching,190.0,1465.0,3636.0,5722.0,71.256,51.811,1.045,20,26,08-03-2026
NOLSM5402027,1,Etching,204.0,1388.0,3641.0,5728.0,71.402,51.834,1.046,20,27,08-03-2026
NOLSM1111,1,Etching,251.0,1606.0,3676.0,5756.0,70.878,50.851,1.047,1,28,17-02-2026
NOLSM2122,2,Etching,317.0,1574.0,3657.0,5680.0,69.561,52.283,1.051,1,29,17-02-2026
NOLSM3133,3,Etching,411.0,1321.0,3644.0,5715.0,70.968,51.61,1.017,1,30,17-02-2026
NOLSM4144,1,Etching,256.0,1628.0,3628.0,5737.0,70.146,51.286,1.027,1,31,17-02-2026
NOLSM5155,2,Etching,419.0,1598.0,3667.0,5720.0,71.174,51.996,1.05,1,32,17-02-2026
NOLSM6166,3,Etching,359.0,1323.0,3644.0,5707.0,71.709,51.931,1.012,1,33,17-02-2026
NOLSM7177,1,Etching,151.0,1389.0,3679.0,5700.0,71.354,51.446,1.034,1,34,17-02-2026
NOLSM8188,2,Etching,316.0,1521.0,3653.0,5737.0,70.761,51.053,1.022,1,35,17-02-2026
NOLSM9199,3,Etching,294.0,1425.0,3654.0,5717.0,71.716,51.209,1.039,1,36,17-02-2026
NOLSM1011010,1,Etching,466.0,1603.0,3643.0,5703.0,69.948,50.944,1.024,1,37,17-02-2026
NOLSM1111111,2,Etching,223.0,1393.0,3667.0,5688.0,70.61,51.473,1.048,1,38,17-02-2026
NOLSM1211212,3,Etching,562.0,1377.0,3664.0,5730.0,71.067,51.129,1.043,1,39,17-02-2026
NOLSM1311313,1,Etching,416.0,1597.0,3655.0,5728.0,69.934,51.099,1.023,1,40,17-02-2026
NOLSM1411414,2,Etching,365.0,1484.0,3674.0,5733.0,72.593,50.252,1.024,1,41,17-02-2026
NOLSM1511515,3,Etching,556.0,1619.0,3633.0,5744.0,71.754,52.645,1.038,1,42,17-02-2026
NOLSM1611616,1,Etching,447.0,1490.0,3664.0,5732.0,71.441,51.015,1.027,1,43,17-02-2026
NOLSM1711717,2,Etching,248.0,1576.0,3662.0,5700.0,71.163,50.547,1.009,1,44,17-02-2026
NOLSM1811818,3,Etching,417.0,1607.0,3633.0,5704.0,70.345,50.843,1.015,1,45,17-02-2026
NOLSM1911919,1,Etching,227.0,1418.0,3668.0,5701.0,69.832,51.609,1.011,1,46,17-02-2026
NOLSM2012020,2,Etching,185.0,1630.0,3637.0,5728.0,71.606,51.027,1.024,1,47,17-02-2026
NOLSM2112121,3,Etching,660.0,1511.0,3679.0,5732.0,71.068,50.653,1.029,1,48,17-02-2026
NOLSM2212222,1,Etching,394.0,1562.0,3663.0,5733.0,69.362,51.252,1.026,1,49,17-02-2026
NOLSM2312323,2,Etching,423.0,1526.0,3655.0,5688.0,72.506,50.769,1.044,1,50,17-02-2026
NOLSM2412424,3,Etching,355.0,1523.0,3661.0,5688.0,71.744,50.936,1.06,1,51,17-02-2026
NOLSM2512525,1,Etching,358.0,1437.0,3646.0,5702.0,71.199,51.446,1.024,1,52,17-02-2026
NOLSM2612626,2,Etching,210.0,1671.0,3637.0,5710.0,71.553,50.168,1.011,1,53,17-02-2026
NOLSM2712727,3,Etching,353.0,1576.0,3655.0,5704.0,69.65,51.216,1.053,1,54,17-02-2026
NOLSM541211541,1,Etching,205.0,1491.0,3641.0,5683.0,71.287,51.867,1.047,21,28,17-02-2026
NOLSM542212542,2,Etching,215.0,1406.0,3643.0,5703.0,71.603,52.199,1.055,21,29,17-02-2026
NOLSM543213543,3,Etching,174.0,1448.0,3637.0,5706.0,71.516,51.977,1.049,21,30,17-02-2026
NOLSM544214544,1,Etching,204.0,1377.0,3642.0,,71.361,52.042,1.051,21,31,17-02-2026
NOLSM545215545,2,Etching,277.0,1456.0,3639.0,5706.0,71.269,52.165,1.054,21,32,17-02-2026
NOLSM546216546,3,Etching,235.0,1420.0,3643.0,5722.0,71.441,50.912,1.064,21,33,17-02-2026
NOLSM547217547,1,Etching,204.0,1393.0,3638.0,5706.0,71.54,51.963,1.064,21,34,17-02-2026
NOLSM548218548,2,Etching,267.0,1410.0,3640.0,5690.0,71.313,53.272,1.056,21,35,17-02-2026
NOLSM549219549,3,Etching,144.0,1471.0,3640.0,5685.0,71.43,50.718,1.056,21,36,17-02-2026
NOLSM5502110550,1,Etching,183.0,1417.0,3637.0,5700.0,71.011,52.102,1.043,21,37,17-02-2026
NOLSM5512111551,2,Etching,227.0,1418.0,3639.0,5726.0,71.062,50.724,1.047,21,38,17-02-2026
NOLSM5522112552,3,Etching,270.0,1476.0,3643.0,5686.0,71.163,50.849,1.046,21,39,17-02-2026
NOLSM5532113553,1,Etching,193.0,1368.0,3634.0,5715.0,71.008,51.179,1.043,21,40,17-02-2026
NOLSM5542114554,2,Etching,184.0,1425.0,3633.0,5681.0,71.009,51.177,1.046,21,41,17-02-2026
NOLSM5552115555,3,Etching,138.0,1398.0,3633.0,5722.0,70.991,51.828,1.048,21,42,17-02-2026
NOLSM5562116556,1,Etching,218.0,1408.0,3635.0,5711.0,71.055,51.486,1.044,21,43,17-02-2026
NOLSM5572117557,2,Etching,212.0,1454.0,3637.0,5705.0,71.103,51.429,1.047,21,44,17-02-2026
NOLSM5582118558,3,Etching,245.0,1405.0,3636.0,,70.908,50.959,1.038,21,45,17-02-2026
NOLSM5592119559,1,Etching,161.0,1371.0,3633.0,5688.0,71.015,51.516,1.041,21,46,17-02-2026
NOLSM5602120560,2,Etching,211.0,1384.0,3635.0,5691.0,70.996,51.48,1.037,21,47,17-02-2026
NOLSM5612121561,3,Etching,193.0,1413.0,3634.0,5683.0,70.978,51.567,1.039,21,48,17-02-2026
NOLSM5622122562,1,Etching,274.0,1409.0,3644.0,5689.0,70.997,51.454,1.036,21,49,17-02-2026
NOLSM5632123563,2,Etching,233.0,1466.0,3645.0,5721.0,70.998,51.395,1.035,21,50,17-02-2026
NOLSM5642124564,3,Etching,243.0,1394.0,3639.0,5694.0,70.998,51.442,1.036,21,51,17-02-2026
NOLSM5652125565,1,Etching,184.0,1420.0,3635.0,,71.014,51.3,1.032,21,52,17-02-2026
