No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
NOLSM4221617422,1,Photo,0.8951,13.643,14.954,19.997,202.749,89.999,498.509,4044.244,5005.736,5.161,93.201,29.988,16,44,04-03-2026
NOLSM4231618423,1,Photo,1.11062,14.585,15.159,20.001,202.313,90.0,495.402,4001.043,5021.426,5.054,92.607,29.998,16,45,04-03-2026
NOLSM4241619424,1,Photo,1.75719,16.427,15.111,19.995,200.952,90.001,494.517,4019.176,5172.075,4.97,91.142,29.998,16,46,04-03-2026
NOLSM4251620425,1,Photo,1.6683,13.926,14.824,20.005,203.57,90.0,498.307,4067.925,5059.997,5.068,93.221,30.01,16,47,04-03-2026
NOLSM4261621426,1,Photo,1.55605,14.735,14.904,19.991,197.363,90.0,505.859,4102.2,5003.371,5.072,94.835,30.008,16,48,04-03-2026
NOLSM4271622427,1,Photo,1.62955,16.681,14.97,20.0,202.467,90.001,502.416,4096.083,5023.401,5.007,89.361,29.997,16,49,04-03-2026
NOLSM4281623428,1,Photo,1.05993,14.991,14.917,19.992,200.539,90.001,502.749,3984.751,5033.407,5.068,92.271,29.989,16,50,04-03-2026
NOLSM4291624429,1,Photo,1.39985,16.265,15.039,20.005,203.041,89.999,502.125,4049.64,5067.608,4.934,92.653,30.003,16,51,04-03-2026
NOLSM4301625430,1,Photo,0.75442,14.552,15.109,20.002,204.42,90.0,499.319,4105.38,5076.802,4.885,92.157,30.003,16,52,04-03-2026
NOLSM4311626431,1,Photo,1.05812,12.361,15.018,20.0,204.484,90.0,505.745,3960.626,4922.966,4.934,90.13,29.989,16,53,04-03-2026
NOLSM4321627432,1,Photo,0.51988,18.246,15.08,20.001,203.145,90.001,494.887,4024.399,4994.358,5.048,94.828,30.01,16,54,04-03-2026
NOLSM406161,3,Photo,1.39637,16.209,14.953,19.999,198.455,90.0,502.391,4037.819,4928.447,5.115,93.172,29.999,16,1,04-03-2026
NOLSM407162,3,Photo,0.46572,12.516,15.005,20.003,202.152,90.0,507.183,4005.84,4988.85,5.01,92.424,29.999,16,2,04-03-2026
NOLSM408163,1,Photo,1.41726,12.859,15.054,20.005,199.593,89.999,501.286,4067.541,5083.958,5.085,91.638,30.006,16,3,04-03-2026
NOLSM409164,1,Photo,1.05565,15.214,14.946,19.995,201.177,90.001,503.396,4038.83,5105.011,5.112,89.341,30.003,16,4,04-03-2026
NOLSM410165,1,Photo,0.89102,13.764,14.975,19.997,200.095,89.999,501.423,3929.441,5075.487,5.014,91.136,30.007,16,5,04-03-2026
NOLSM411166,2,Photo,1.08645,14.317,15.007,20.002,207.301,90.0,501.079,4065.649,4944.126,4.912,92.423,29.994,16,6,04-03-2026
NOLSM412167,2,Photo,1.4329,13.068,14.936,20.006,201.138,90.0,501.572,4042.392,5118.893,5.107,91.462,29.994,16,7,04-03-2026
NOLSM413168,2,Photo,1.32233,15.02,15.101,19.99,199.757,90.0,497.102,4129.064,5013.136,4.932,90.44,30.006,16,8,04-03-2026
NOLSM414169,3,Photo,1.48775,13.208,15.064,19.997,200.915,90.001,500.154,4075.078,4972.15,4.916,90.634,30.003,16,9,04-03-2026
NOLSM4151610,3,Photo,1.28921,14.041,14.932,20.012,199.149,90.001,501.394,4129.907,4954.889,5.239,91.952,29.988,16,10,04-03-2026
NOLSM4161611,3,Photo,1.07349,15.183,14.945,20.001,203.056,89.999,496.487,4112.212,5003.522,4.925,92.111,30.002,16,11,04-03-2026
NOLSM4171612,1,Photo,1.03948,12.084,14.977,19.994,196.183,90.001,501.655,4040.97,5103.975,5.014,91.183,30.007,16,12,04-03-2026
NOLSM4181613,1,Photo,1.27227,17.74,14.959,19.997,200.949,90.0,495.986,4118.935,4884.055,5.072,91.279,29.992,16,13,04-03-2026
NOLSM4191614,1,Photo,0.93195,17.166,14.872,20.002,200.475,90.001,500.442,3983.145,5095.382,5.026,90.868,30.0,16,14,04-03-2026
NOLSM4201615,2,Photo,1.64366,16.941,15.0,20.012,201.929,90.0,502.263,4073.38,4886.265,4.998,92.064,30.005,16,15,04-03-2026
NOLSM4211616,2,Photo,0.92526,17.064,15.013,20.001,204.133,90.001,503.423,3992.433,5045.477,5.004,92.26,30.006,16,16,04-03-2026
NOLSM4221617,3,Photo,0.8951,13.643,14.954,19.997,202.749,90.0,498.509,4044.244,5005.736,5.161,93.201,29.988,16,17,04-03-2026
NOLSM4231618,3,Photo,1.11062,14.585,15.159,20.001,202.313,90.0,495.402,4001.043,5021.426,5.054,92.607,29.998,16,18,04-03-2026
NOLSM4241619,3,Photo,1.75719,16.427,15.111,19.995,200.952,90.001,494.517,4019.176,5172.075,4.97,91.142,29.998,16,19,04-03-2026
NOLSM4251620,1,Photo,1.6683,13.926,14.824,20.005,203.57,90.0,498.307,4067.925,5059.997,5.068,93.221,30.01,16,20,04-03-2026
NOLSM4261621,1,Photo,1.55605,14.735,14.904,19.991,197.363,90.0,505.859,4102.2,5003.371,5.072,94.835,30.008,16,21,04-03-2026
NOLSM4271622,2,Photo,1.62955,16.681,15.122,20.0,202.467,90.001,502.416,4096.083,5023.401,5.007,89.361,29.997,16,22,04-03-2026
NOLSM4281623,2,Photo,1.05993,14.991,15.095,19.992,200.539,90.001,502.749,3984.751,5033.407,5.068,92.271,29.989,16,23,04-03-2026
NOLSM4291624,2,Photo,1.39985,16.265,15.021,20.005,203.041,89.999,502.125,4049.64,5067.608,4.934,92.653,30.003,16,24,04-03-2026
NOLSM4301625,3,Photo,0.75442,14.552,14.948,20.002,200.573,90.0,499.319,4105.38,5076.802,4.885,92.157,30.003,16,25,04-03-2026
NOLSM4311626,3,Photo,1.05812,12.361,14.928,20.0,206.01,90.0,505.745,3960.626,4922.966,4.934,90.13,29.989,16,26,04-03-2026
NOLSM4321627,3,Photo,0.51988,18.246,15.08,20.001,197.049,90.001,494.887,4024.399,4994.358,5.048,94.828,30.01,16,27,04-03-2026
NOLSM433171433,2,Photo,1.86594,12.914,15.071,20.001,195.579,89.998,504.231,4054.495,4903.643,4.923,93.475,30.003,17,28,05-03-2026
NOLSM434172434,2,Photo,1.21051,15.707,14.973,19.997,196.382,89.999,500.053,4063.467,5100.873,5.09,92.369,30.003,17,29,05-03-2026
NOLSM435173435,2,Photo,1.12362,17.864,15.109,19.992,196.599,90.0,500.402,4156.284,4926.205,5.054,93.165,30.011,17,30,05-03-2026
NOLSM436174436,2,Photo,1.62494,18.115,14.974,20.0,197.555,90.0,494.976,3989.532,5002.647,5.089,92.757,30.012,17,31,05-03-2026
NOLSM437175437,2,Photo,1.18246,14.849,15.024,19.997,197.98,90.002,499.243,3972.826,5036.427,4.989,92.6,30.01,17,32,05-03-2026
NOLSM438176438,2,Photo,1.22609,15.781,15.101,19.999,197.183,90.001,501.188,3987.607,5002.296,5.074,92.766,30.013,17,33,05-03-2026
NOLSM439177439,2,Photo,1.81419,13.304,15.016,19.998,197.908,90.0,493.336,4078.313,5007.21,4.93,91.432,30.004,17,34,05-03-2026
NOLSM440178440,2,Photo,1.89693,13.838,15.207,19.995,197.135,90.0,499.402,4047.073,5005.945,4.981,94.151,29.996,17,35,05-03-2026
NOLSM441179441,2,Photo,1.72027,13.856,15.025,20.003,197.621,90.001,500.025,4042.913,5000.754,4.96,91.196,30.0,17,36,05-03-2026
NOLSM4421710442,2,Photo,0.96161,15.422,15.087,19.994,197.925,90.0,501.979,4080.694,4984.814,5.042,90.395,30.004,17,37,05-03-2026
NOLSM4431711443,2,Photo,1.48912,18.142,14.957,19.992,199.037,90.001,499.957,4001.361,5029.467,5.079,91.46,29.99,17,38,05-03-2026
NOLSM4441712444,2,Photo,0.94868,16.95,15.094,19.996,198.398,90.0,504.215,4054.534,4924.46,5.044,91.015,29.987,17,39,05-03-2026
NOLSM4451713445,2,Photo,0.83591,13.632,14.864,20.002,198.768,89.999,498.549,3957.086,5099.399,5.068,93.648,29.994,17,40,05-03-2026
NOLSM4461714446,2,Photo,1.36943,14.671,15.045,20.002,202.059,89.999,499.547,4087.957,5006.987,5.031,93.313,29.999,17,41,05-03-2026
NOLSM4471715447,2,Photo,1.92633,15.119,14.96,20.003,203.143,90.0,505.956,4025.484,4998.346,5.078,92.774,30.003,17,42,05-03-2026
NOLSM4481716448,2,Photo,1.41846,18.168,15.036,20.0,202.415,90.0,495.122,4036.876,4910.619,5.008,90.088,29.987,17,43,05-03-2026
NOLSM4491717449,2,Photo,0.67979,15.812,14.892,19.995,202.79,90.0,498.447,4014.071,5018.378,5.102,94.13,30.004,17,44,05-03-2026
NOLSM4501718450,2,Photo,0.73422,14.143,15.04,19.994,202.86,90.0,501.545,3985.686,4985.679,5.1,89.636,30.002,17,45,05-03-2026
NOLSM4511719451,2,Photo,1.81419,11.261,15.056,19.99,197.239,90.001,500.965,4047.541,4980.595,4.918,91.353,29.997,17,46,05-03-2026
NOLSM4521720452,2,Photo,1.89693,17.393,15.062,19.998,202.38,89.999,501.146,3955.393,5099.437,4.922,92.542,30.004,17,47,05-03-2026
NOLSM4531721453,2,Photo,1.72027,13.311,15.06,19.996,202.275,89.999,503.343,4062.804,4983.651,5.0,92.904,29.999,17,48,05-03-2026
NOLSM4541722454,2,Photo,0.96161,13.475,15.091,19.995,199.276,90.001,500.854,4071.633,4968.513,4.893,93.915,30.006,17,49,05-03-2026
NOLSM4551723455,2,Photo,1.48912,15.959,14.992,19.993,206.314,90.0,503.315,3985.677,4910.9,5.036,91.425,30.006,17,50,05-03-2026
NOLSM4561724456,2,Photo,0.94868,18.878,15.087,19.997,203.115,90.0,500.658,3978.724,5008.979,5.017,93.546,30.005,17,51,05-03-2026
NOLSM4571725457,2,Photo,0.83591,11.141,14.958,19.998,206.371,90.001,499.7,4056.014,5055.363,5.108,91.442,30.009,17,52,05-03-2026
NOLSM4581726458,2,Photo,1.36943,17.163,14.873,19.999,194.586,89.999,499.974,4029.12,5028.105,4.936,91.057,30.0,17,53,05-03-2026
NOLSM4591727459,2,Photo,1.92633,16.161,14.988,20.006,199.489,90.0,501.204,3971.194,5055.558,5.104,91.242,29.995,17,54,05-03-2026
NOLSM433171,1,Photo,1.86594,12.914,15.071,20.001,198.784,89.998,504.231,4054.495,4903.643,4.923,93.475,30.003,17,1,05-03-2026
NOLSM434172,1,Photo,1.21051,15.707,14.973,19.997,196.88,89.999,500.053,4063.467,5100.873,5.09,92.369,30.003,17,2,05-03-2026
NOLSM435173,1,Photo,0.47254,17.864,15.109,19.992,194.942,90.0,500.402,4156.284,4926.205,5.054,93.165,30.011,17,3,05-03-2026
NOLSM436174,2,Photo,1.25576,18.115,14.974,20.0,198.147,90.0,494.976,3989.532,5002.647,5.089,92.757,30.012,17,4,05-03-2026
NOLSM437175,2,Photo,0.82813,14.849,15.024,19.997,200.469,90.002,499.243,3972.826,5036.427,4.989,92.6,30.01,17,5,05-03-2026
NOLSM438176,2,Photo,1.39508,15.781,15.101,19.999,200.261,90.001,501.188,3987.607,5002.296,5.074,92.766,30.013,17,6,05-03-2026
NOLSM439177,3,Photo,1.01472,13.304,15.016,19.998,204.569,90.0,493.336,4078.313,5007.21,4.93,91.432,30.004,17,7,05-03-2026
NOLSM440178,3,Photo,1.53945,13.838,15.207,19.995,197.789,90.0,499.402,4047.073,5005.945,4.981,94.151,29.996,17,8,05-03-2026
NOLSM441179,1,Photo,0.62367,13.856,15.025,20.003,204.869,90.001,500.025,4042.913,5000.754,4.96,91.196,30.0,17,9,05-03-2026
NOLSM4421710,1,Photo,0.98147,15.422,15.087,19.994,194.462,90.0,501.979,4080.694,4984.814,5.042,90.395,30.004,17,10,05-03-2026
NOLSM4431711,2,Photo,1.32808,18.142,14.957,19.992,202.881,90.001,499.957,4016.163,5029.467,5.079,91.46,29.99,17,11,05-03-2026
NOLSM4441712,2,Photo,1.05034,16.95,15.094,19.996,198.198,90.0,504.215,4083.532,4924.46,5.044,91.015,29.987,17,12,05-03-2026
NOLSM4451713,2,Photo,0.61894,13.632,14.864,20.002,202.677,89.999,498.549,4059.913,5099.399,5.068,93.648,29.994,17,13,05-03-2026
NOLSM4461714,3,Photo,1.88855,14.671,15.045,20.002,202.968,89.999,499.547,3974.205,5006.987,5.031,93.313,29.999,17,14,05-03-2026
NOLSM4471715,3,Photo,1.10901,15.119,14.96,20.003,201.552,90.0,505.956,3996.603,4998.346,5.078,92.774,30.003,17,15,05-03-2026
NOLSM4481716,3,Photo,1.10286,18.168,15.036,20.0,199.473,90.0,495.122,4094.644,4910.619,5.008,90.088,29.987,17,16,05-03-2026
NOLSM4491717,1,Photo,1.394,15.812,14.892,19.995,194.278,90.0,498.447,3966.849,5018.378,5.102,94.13,30.004,17,17,05-03-2026
NOLSM4501718,1,Photo,1.48934,14.143,15.04,19.994,197.191,90.0,501.545,3961.776,4985.679,5.1,89.636,30.002,17,18,05-03-2026
NOLSM4511719,2,Photo,1.7501,11.261,15.056,19.99,197.239,90.001,500.965,4053.747,4980.595,4.918,91.353,29.997,17,19,05-03-2026
NOLSM4521720,2,Photo,0.91809,17.393,15.062,19.998,202.38,89.999,501.146,4135.827,5099.437,4.922,92.542,30.004,17,20,05-03-2026
NOLSM4531721,3,Photo,1.00626,13.311,15.06,19.996,202.275,89.999,503.343,4116.758,4983.651,5.0,92.904,29.999,17,21,05-03-2026
NOLSM4541722,3,Photo,1.7477,13.475,15.091,19.995,199.276,90.001,500.854,4041.033,4968.513,4.893,93.915,30.006,17,22,05-03-2026
NOLSM4551723,3,Photo,1.43657,15.959,14.992,19.993,206.314,90.0,503.315,4084.04,4910.9,5.036,91.425,29.988,17,23,05-03-2026
NOLSM4561724,1,Photo,0.99229,18.878,15.087,19.997,203.115,90.0,500.658,4053.513,5008.979,5.017,93.546,30.006,17,24,05-03-2026
NOLSM4571725,1,Photo,1.3883,11.141,14.958,19.998,206.371,90.001,499.7,4063.728,5055.363,5.108,91.442,29.997,17,25,05-03-2026
NOLSM4581726,2,Photo,1.6335,17.163,14.873,19.999,194.586,89.999,499.974,4054.617,5028.105,4.936,91.057,30.01,17,26,05-03-2026
NOLSM4591727,2,Photo,0.75916,16.161,14.988,20.006,199.489,90.0,501.204,4063.703,5055.558,5.104,91.242,30.0,17,27,05-03-2026
NOLSM460181460,3,Photo,1.41846,16.96,14.94,20.002,205.266,90.001,505.266,4035.394,5131.66,5.119,93.795,30.001,18,28,06-03-2026
NOLSM461182461,3,Photo,0.67979,16.527,15.106,20.002,205.014,90.001,505.014,3952.67,5125.348,5.11,92.334,30.002,18,29,06-03-2026
NOLSM462183462,3,Photo,0.73422,16.996,15.032,20.004,201.845,90.0,501.845,3972.34,5046.127,5.057,92.03,30.011,18,30,06-03-2026
NOLSM463184463,3,Photo,0.94868,16.867,14.97,19.996,200.993,90.0,500.993,4017.144,5024.813,5.031,91.466,29.997,18,31,06-03-2026
NOLSM464185464,3,Photo,0.78711,16.648,14.917,20.002,199.811,90.0,499.811,4072.913,4995.273,5.002,91.033,30.003,18,32,06-03-2026
NOLSM465186465,3,Photo,1.06047,16.398,15.039,20.003,199.192,89.999,499.192,4084.939,4979.8,4.967,90.947,29.999,18,33,06-03-2026
NOLSM466187466,3,Photo,1.00201,16.849,15.109,19.998,198.879,90.0,498.879,4045.078,4971.964,4.97,91.144,30.002,18,34,06-03-2026
NOLSM467188467,3,Photo,0.98377,17.185,15.018,19.998,199.287,90.002,499.287,4010.176,4982.181,4.985,90.663,29.998,18,35,06-03-2026
NOLSM468189468,3,Photo,1.11711,16.813,14.937,20.001,197.828,90.0,497.828,3956.57,4945.712,4.94,90.511,30.011,18,36,06-03-2026
NOLSM4691810469,3,Photo,0.78203,17.367,15.044,19.998,199.187,90.001,499.187,3983.746,4979.682,4.982,91.195,29.996,18,37,06-03-2026
NOLSM4701811470,3,Photo,1.0309,16.09,15.024,20.004,199.193,89.999,499.193,3983.859,4979.824,4.982,91.182,29.995,18,38,06-03-2026
NOLSM4711812471,3,Photo,0.89203,19.026,15.053,20.002,199.35,90.001,499.35,3986.997,4983.746,5.005,91.333,30.001,18,39,06-03-2026
NOLSM4721813472,3,Photo,0.81909,18.891,14.96,19.996,199.805,90.0,499.805,3996.109,4995.136,4.996,91.67,29.993,18,40,06-03-2026
NOLSM4731814473,3,Photo,0.65738,13.788,15.07,20.0,200.224,89.999,500.224,4004.471,5005.589,5.008,91.55,30.002,18,41,06-03-2026
NOLSM4741815474,3,Photo,1.02135,18.771,14.905,19.997,200.135,90.0,500.135,4002.704,5003.38,5.008,91.947,30.009,18,42,06-03-2026
NOLSM4751816475,3,Photo,0.81659,20.701,14.964,20.0,200.793,90.0,500.793,4015.856,5019.82,5.022,91.409,30.007,18,43,06-03-2026
NOLSM4761817476,3,Photo,0.82715,11.253,15.047,19.998,200.125,90.0,500.125,4002.491,5003.113,5.01,91.643,30.002,18,44,06-03-2026
NOLSM4771818477,3,Photo,1.044,15.286,14.935,20.001,200.33,90.001,500.33,4006.608,5008.259,5.04,91.794,29.992,18,45,06-03-2026
NOLSM4781819478,3,Photo,0.83434,12.463,14.97,20.001,200.338,90.0,500.338,4006.751,5008.438,5.009,91.771,29.995,18,46,06-03-2026
NOLSM4791820479,3,Photo,0.6944,19.767,14.917,20.005,201.015,90.0,501.015,4020.293,5025.366,5.026,92.076,29.996,18,47,06-03-2026
NOLSM4801821480,3,Photo,0.89266,16.029,15.039,20.003,201.475,90.0,501.475,4029.509,5036.887,5.017,92.009,29.99,18,48,06-03-2026
NOLSM4811822481,3,Photo,0.71561,17.587,15.109,19.999,201.129,90.0,501.129,4022.588,5028.235,5.028,92.478,29.997,18,49,06-03-2026
NOLSM4821823482,3,Photo,0.85345,16.445,15.018,19.997,202.083,90.0,502.083,4041.659,5052.074,5.058,91.649,30.001,18,50,06-03-2026
NOLSM4831824483,3,Photo,1.12362,17.257,15.055,19.997,200.38,90.0,500.38,4007.602,5009.502,5.008,92.17,29.989,18,51,06-03-2026
NOLSM4841825484,3,Photo,1.62494,17.28,14.954,19.998,200.637,90.0,500.637,4012.742,5015.927,5.009,91.839,30.005,18,52,06-03-2026
NOLSM4851826485,3,Photo,1.18246,17.19,14.968,20.0,200.409,89.999,500.409,4008.184,5010.23,5.016,91.864,29.99,18,53,06-03-2026
NOLSM4861827486,3,Photo,1.22609,16.27,15.041,20.0,200.856,90.0,500.856,4017.12,5021.4,5.021,91.992,29.996,18,54,06-03-2026
NOLSM460181,2,Photo,0.96985,16.96,14.94,20.002,205.266,90.001,505.266,4105.328,5131.66,5.119,93.795,29.99,18,1,06-03-2026
NOLSM461182,3,Photo,0.67389,16.527,15.106,20.002,205.014,90.001,505.014,4100.279,5125.348,5.11,92.334,30.017,18,2,06-03-2026
NOLSM462183,3,Photo,1.07597,16.996,15.032,20.004,201.845,90.0,501.845,4036.901,5046.127,5.057,92.03,29.994,18,3,06-03-2026
NOLSM463184,3,Photo,0.92165,16.867,14.954,19.996,200.993,90.0,500.993,4019.851,5024.813,5.031,91.466,30.006,18,4,06-03-2026
NOLSM464185,1,Photo,0.78711,16.648,15.029,20.002,199.811,90.0,499.811,3996.219,4995.273,5.002,91.033,30.01,18,5,06-03-2026
NOLSM465186,1,Photo,1.06047,16.398,14.952,20.003,199.192,89.999,499.192,3983.84,4979.8,4.967,90.947,30.007,18,6,06-03-2026
NOLSM466187,1,Photo,1.00201,16.849,14.967,19.998,198.879,90.0,498.879,3977.571,4971.964,4.97,91.144,30.004,18,7,06-03-2026
NOLSM467188,2,Photo,0.98377,17.185,15.077,19.998,199.287,90.002,499.287,3985.745,4982.181,4.985,90.663,29.997,18,8,06-03-2026
NOLSM468189,2,Photo,1.11711,16.813,14.937,20.001,197.828,90.0,497.828,3956.57,4945.712,4.94,90.511,29.99,18,9,06-03-2026
NOLSM4691810,3,Photo,0.78203,16.699,15.044,19.998,199.187,90.001,499.187,3983.746,4979.682,4.982,91.195,29.996,18,10,06-03-2026
NOLSM4701811,3,Photo,1.0309,16.056,15.024,20.004,199.193,89.999,499.193,3983.859,4979.824,4.982,91.182,29.995,18,11,06-03-2026
NOLSM4711812,3,Photo,0.89203,15.741,15.053,20.002,199.35,90.001,499.35,3986.997,4983.746,5.005,91.333,30.001,18,12,06-03-2026
NOLSM4721813,1,Photo,0.81909,16.839,14.96,19.996,199.805,90.0,499.805,3996.109,4995.136,4.996,91.67,29.993,18,13,06-03-2026
NOLSM4731814,1,Photo,0.65738,16.674,15.07,20.0,200.224,89.999,500.224,4004.471,5005.589,5.008,91.55,30.002,18,14,06-03-2026
NOLSM4741815,1,Photo,1.02135,16.548,14.905,19.997,200.135,90.0,500.135,4002.704,5003.38,5.008,91.947,30.009,18,15,06-03-2026
NOLSM4751816,2,Photo,0.81659,16.811,14.964,20.0,200.793,90.0,500.793,4015.856,5019.82,5.022,91.409,30.007,18,16,06-03-2026
NOLSM4761817,2,Photo,0.82715,15.987,15.047,19.998,200.125,90.0,500.125,4002.491,5003.113,5.01,91.643,30.002,18,17,06-03-2026
NOLSM4771818,3,Photo,1.044,17.072,14.935,20.001,200.33,90.001,500.33,4006.608,5008.259,5.04,91.794,29.992,18,18,06-03-2026
NOLSM4781819,3,Photo,0.83434,16.87,14.996,20.001,200.338,90.0,500.338,4006.751,5008.438,5.009,91.771,29.995,18,19,06-03-2026
NOLSM4791820,3,Photo,0.6944,17.148,14.973,20.005,201.015,90.0,501.015,4020.293,5025.366,5.026,92.076,29.996,18,20,06-03-2026
NOLSM4801821,1,Photo,0.89266,16.694,15.105,20.003,201.475,90.0,501.475,4029.509,5036.887,5.017,92.009,29.99,18,21,06-03-2026
NOLSM4811822,1,Photo,0.71561,16.661,14.898,19.999,201.129,90.0,501.129,4022.588,5028.235,5.028,92.478,29.997,18,22,06-03-2026
NOLSM4821823,1,Photo,0.85345,16.157,15.019,19.997,202.083,90.0,502.083,4041.659,5052.074,5.058,91.649,30.001,18,23,06-03-2026
NOLSM4831824,2,Photo,0.91509,17.257,15.055,19.997,200.38,90.0,500.38,4007.602,5009.502,5.008,92.17,29.989,18,24,06-03-2026
NOLSM4841825,2,Photo,0.90035,17.28,14.954,19.998,200.637,90.0,500.637,4012.742,5015.927,5.009,91.839,30.005,18,25,06-03-2026
NOLSM4851826,2,Photo,0.88812,17.19,14.968,20.0,200.409,89.999,500.409,4008.184,5010.23,5.016,91.864,29.99,18,26,06-03-2026
NOLSM4861827,3,Photo,0.7983,16.27,15.041,20.0,200.856,90.0,500.856,4017.12,5021.4,5.021,91.992,29.996,18,27,06-03-2026
NOLSM487191487,1,Photo,1.81419,16.624,15.066,19.999,204.42,90.0,501.343,4026.868,5033.585,5.017,91.995,29.994,19,28,07-03-2026
NOLSM488192488,1,Photo,1.89693,16.706,14.957,20.004,204.484,90.0,501.388,4027.76,5034.7,5.033,92.461,29.996,19,29,07-03-2026
NOLSM489193489,1,Photo,1.72027,15.742,15.039,19.998,203.145,90.0,501.048,4020.959,5026.199,5.028,92.843,30.002,19,30,07-03-2026
NOLSM490194490,1,Photo,0.96161,16.097,15.052,19.995,195.579,90.0,502.063,4041.264,5051.58,5.045,92.313,29.994,19,31,07-03-2026
NOLSM491195491,1,Photo,1.48912,16.81,14.916,19.998,196.382,90.001,501.574,4031.484,5039.355,5.024,91.672,30.011,19,32,07-03-2026
NOLSM492196492,1,Photo,0.94868,16.806,14.863,19.999,196.599,90.0,500.921,4018.416,5023.02,4.998,91.667,30.005,19,33,07-03-2026
NOLSM493197493,1,Photo,0.83591,17.095,14.914,20.0,197.555,90.001,500.286,4005.711,5007.138,4.994,91.31,29.998,19,34,07-03-2026
NOLSM494198494,1,Photo,1.36943,16.473,14.978,19.996,197.98,90.001,499.381,3987.622,4984.527,4.985,91.497,30.003,19,35,07-03-2026
NOLSM495199495,1,Photo,1.92633,17.239,14.966,19.995,197.183,90.0,499.125,3982.507,4978.133,4.99,91.532,30.006,19,36,07-03-2026
NOLSM4961910496,1,Photo,1.41846,16.812,15.039,19.997,197.908,90.0,499.951,3999.023,4998.779,4.98,91.009,29.998,19,37,07-03-2026
NOLSM4971911497,1,Photo,0.67979,16.467,14.944,20.003,197.135,90.0,498.914,3978.273,4972.841,4.971,90.769,29.995,19,38,07-03-2026
NOLSM4981912498,1,Photo,0.73422,16.468,14.918,20.003,197.621,90.0,498.11,3962.196,4952.745,4.961,91.265,30.002,19,39,07-03-2026
NOLSM4991913499,1,Photo,1.81419,17.367,15.109,20.006,197.925,90.0,500.097,4001.938,5002.422,4.999,91.5,29.996,19,40,07-03-2026
NOLSM5001914500,1,Photo,1.89693,16.09,15.011,19.997,199.037,89.999,499.352,3987.046,4983.808,4.986,90.816,30.002,19,41,07-03-2026
NOLSM5011915501,1,Photo,1.72027,19.026,14.933,20.0,198.398,90.001,498.157,3963.138,4953.923,4.962,91.354,30.002,19,42,07-03-2026
NOLSM5021916502,1,Photo,0.96161,18.891,14.954,19.999,198.768,90.0,500.323,4006.461,5008.076,4.982,91.072,30.003,19,43,07-03-2026
NOLSM5031917503,1,Photo,1.48912,13.788,15.007,20.003,202.059,90.0,499.256,3985.114,4981.392,4.984,90.916,30.004,19,44,07-03-2026
NOLSM5041918504,1,Photo,0.94868,18.771,15.055,20.003,203.143,90.0,499.396,3987.912,4984.89,4.958,90.657,30.005,19,45,07-03-2026
NOLSM5051919505,1,Photo,0.83591,20.701,15.11,20.0,202.415,89.999,502.855,4057.107,5071.384,5.06,92.945,29.996,19,46,07-03-2026
NOLSM5061920506,1,Photo,1.36943,11.253,15.069,20.001,202.79,90.0,503.441,4068.827,5086.034,5.103,93.683,29.994,19,47,07-03-2026
NOLSM5071921507,1,Photo,1.92633,15.286,15.029,20.001,202.86,90.0,504.091,4081.827,5102.283,5.122,93.935,30.01,19,48,07-03-2026
NOLSM5081922508,1,Photo,1.41846,12.463,14.97,19.995,205.684,90.0,505.684,4113.674,5142.092,5.124,92.576,29.996,19,49,07-03-2026
NOLSM5091923509,1,Photo,0.67979,19.767,14.917,20.002,202.524,90.001,502.524,4001.361,5063.106,5.072,92.969,29.999,19,50,07-03-2026
NOLSM5101924510,1,Photo,0.73422,16.029,15.039,19.999,203.733,89.999,503.733,4054.534,5093.318,5.08,93.218,30.006,19,51,07-03-2026
NOLSM5111925511,1,Photo,0.94868,17.587,15.109,20.0,204.448,90.0,504.448,3957.086,5111.198,5.122,93.574,29.997,19,52,07-03-2026
NOLSM5121926512,1,Photo,1.11455,16.445,15.018,19.997,204.603,90.0,504.603,4087.957,5115.078,5.089,92.934,30.002,19,53,07-03-2026
NOLSM5131927513,1,Photo,0.90259,16.756,14.922,19.995,202.727,90.0,502.727,4025.484,5068.187,5.071,92.755,30.005,19,54,07-03-2026
NOLSM487191,3,Photo,0.54712,16.624,15.066,19.999,201.343,90.0,501.343,4026.868,5033.585,5.017,91.995,29.994,19,1,07-03-2026
NOLSM488192,3,Photo,0.80815,16.706,14.957,20.004,201.388,90.0,501.388,4027.76,5034.7,5.033,92.461,29.996,19,2,07-03-2026
NOLSM489193,1,Photo,0.81602,15.742,15.039,19.998,201.048,90.0,501.048,4020.959,5026.199,5.028,92.843,30.002,19,3,07-03-2026
