Unnamed: 0,고객ID,성별,연령,결혼여부,부양자유무,부양자수,추천횟수,영수증발급여부,과금방식,보안서비스,백업서비스,기술지원서비스,데이터무제한,데이터사용량,시작일,종료일,고객이탈여부,이탈가능점수,이탈유형,LTV,만족도,로밍사용료
189,C-10193,남성,80,No,No,0,0,No,계좌이체,No,Yes,Yes,Yes,9,2019-02-01,2026-01-01,No,54,,4921,4,6890
190,C-10194,여성,23,No,No,0,0,Yes,신용카드,No,Yes,Yes,Yes,59,2024-02-01,2026-01-01,No,62,,2133,5,0
191,C-10195,여성,63,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,7,2020-09-01,2025-10-01,Yes,77,Dissatisfaction,5612,3,55710
192,C-10196,여성,50,Yes,No,0,2,Yes,계좌이체,Yes,Yes,Yes,Yes,6,2019-02-01,2026-01-01,No,28,,5643,3,26100
193,C-10197,남성,56,No,No,0,0,No,신용카드,No,No,No,No,0,2024-04-01,2026-01-01,No,63,,2788,3,45990
194,C-10198,여성,63,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,8,2024-07-01,2026-01-01,No,60,,3672,3,44300
195,C-10199,여성,58,No,No,0,0,Yes,계좌이체,No,No,No,No,22,2023-04-01,2025-06-01,Yes,82,Dissatisfaction,4910,2,43050
196,C-10200,여성,29,No,No,0,0,No,이체/메일확인,Yes,Yes,No,No,30,2024-07-01,2026-01-01,No,42,,5377,4,7910
197,C-10201,남성,54,No,No,0,0,No,계좌이체,No,No,No,Yes,15,2024-02-01,2026-01-01,No,60,,4924,4,34580
198,C-10202,남성,25,Yes,No,0,1,Yes,계좌이체,No,No,No,No,73,2025-08-01,2025-09-01,Yes,91,Competitor,4273,1,49380
199,C-10203,여성,31,Yes,No,0,10,Yes,계좌이체,No,No,No,No,0,2020-12-01,2026-01-01,No,37,,5422,5,3160
200,C-10204,여성,25,Yes,Yes,2,9,Yes,신용카드,No,Yes,No,Yes,51,2024-10-01,2026-01-01,No,52,,3654,3,13000
201,C-10205,여성,46,No,No,0,0,No,신용카드,Yes,Yes,Yes,Yes,13,2020-08-01,2026-01-01,No,23,,4754,3,49270
202,C-10206,남성,28,Yes,No,0,1,Yes,계좌이체,Yes,No,Yes,Yes,27,2023-06-01,2025-05-01,Yes,83,Other,3425,1,42940
203,C-10207,남성,63,No,No,0,0,No,계좌이체,No,No,No,Yes,9,2025-02-01,2025-04-01,Yes,81,Competitor,3478,1,28820
204,C-10208,남성,37,No,No,0,0,Yes,신용카드,Yes,No,No,Yes,9,2025-07-01,2025-08-01,Yes,77,Attitude,5687,1,12880
205,C-10209,남성,44,No,Yes,1,0,Yes,신용카드,No,No,No,No,0,2024-10-01,2026-01-01,No,77,,4315,5,38310
206,C-10210,여성,74,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,24,2019-09-01,2025-05-01,Yes,70,Competitor,4481,1,24070
207,C-10211,남성,44,No,No,0,0,Yes,계좌이체,No,No,No,No,10,2024-10-01,2025-06-01,Yes,94,Competitor,5811,1,22040
208,C-10212,여성,21,No,No,0,9,Yes,계좌이체,No,No,No,No,26,2019-02-28,2026-01-01,No,35,,4252,4,18870
209,C-10213,남성,62,Yes,Yes,3,9,No,계좌이체,No,No,No,Yes,75,2021-10-01,2026-01-01,No,64,,5434,3,0
210,C-10214,여성,43,No,No,0,0,Yes,계좌이체,No,No,No,Yes,25,2025-02-28,2025-04-01,Yes,84,Competitor,3706,1,0
211,C-10215,여성,40,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,7,2024-10-01,2025-01-01,Yes,86,Price,4330,3,0
212,C-10216,남성,48,Yes,No,0,8,No,계좌이체,No,Yes,No,Yes,4,2019-12-31,2026-01-01,No,54,,4968,5,0
213,C-10217,여성,55,Yes,No,0,1,No,계좌이체,No,No,No,Yes,10,2024-10-01,2025-03-01,Yes,81,Attitude,2969,2,0
214,C-10218,남성,77,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,14,2025-04-01,2025-07-01,Yes,73,Competitor,2818,1,0
215,C-10219,여성,41,Yes,No,0,0,Yes,신용카드,Yes,Yes,Yes,No,13,2020-06-01,2026-01-01,No,68,,5501,4,0
216,C-10220,남성,43,No,No,0,0,Yes,신용카드,Yes,No,Yes,Yes,6,2018-12-31,2026-01-01,No,38,,4085,3,0
217,C-10221,남성,69,Yes,No,0,7,No,계좌이체,Yes,Yes,Yes,No,9,2018-12-31,2026-01-01,No,58,,5590,4,5990
218,C-10222,여성,63,No,No,0,0,Yes,계좌이체,No,Yes,No,No,22,2021-09-01,2025-02-01,Yes,85,Price,5383,2,11750
219,C-10223,남성,38,No,No,0,0,No,계좌이체,Yes,Yes,No,Yes,25,2019-12-31,2026-01-01,No,32,,5544,3,0
220,C-10224,여성,43,No,No,0,0,No,계좌이체,No,No,No,Yes,22,2025-02-01,2025-08-01,Yes,100,Other,5800,1,2940
221,C-10225,여성,29,Yes,No,0,6,Yes,신용카드,No,Yes,Yes,Yes,48,2021-02-28,2026-01-01,No,45,,5119,5,2260
222,C-10226,여성,46,No,No,0,0,No,이체/메일확인,No,No,No,No,0,2023-10-01,2026-01-01,No,29,,3366,4,3050
223,C-10227,여성,33,Yes,No,0,1,Yes,신용카드,No,No,Yes,No,28,2021-02-01,2025-12-01,Yes,96,Competitor,4415,2,3960
224,C-10228,남성,60,Yes,Yes,3,10,No,신용카드,No,No,No,No,0,2023-02-01,2026-01-01,No,35,,4617,5,38420
225,C-10229,여성,70,Yes,No,0,1,Yes,계좌이체,No,No,Yes,Yes,21,2022-06-01,2025-01-01,Yes,98,Other,4050,2,54240
226,C-10230,남성,54,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,6,2024-02-01,2026-01-01,No,41,,3880,5,14690
227,C-10231,여성,80,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,16,2020-05-01,2026-01-01,No,45,,5840,3,19550
228,C-10232,여성,41,No,Yes,3,0,No,신용카드,No,No,No,No,0,2022-12-01,2026-01-01,No,24,,2192,5,14580
229,C-10233,여성,38,No,No,0,0,No,신용카드,Yes,Yes,Yes,No,28,2019-05-01,2026-01-01,No,40,,4146,3,0
230,C-10234,여성,48,No,No,0,0,No,신용카드,No,No,No,No,0,2021-09-01,2026-01-01,No,75,,3878,4,29380
231,C-10235,남성,46,No,No,0,0,Yes,계좌이체,No,No,No,Yes,22,2022-12-01,2025-12-01,Yes,69,Attitude,2455,1,27910
232,C-10236,남성,22,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,73,2023-02-28,2025-11-01,Yes,69,Attitude,2541,1,31300
233,C-10237,남성,28,Yes,Yes,3,10,No,계좌이체,Yes,Yes,Yes,Yes,59,2019-02-01,2026-01-01,No,60,,6452,4,11410
234,C-10238,남성,58,Yes,No,0,2,Yes,계좌이체,No,Yes,No,Yes,2,2023-08-01,2026-01-01,No,75,,3803,5,11410
235,C-10239,남성,55,Yes,No,0,6,No,계좌이체,No,No,Yes,Yes,19,2023-07-01,2026-01-01,No,79,,2831,5,35930
236,C-10240,여성,52,No,No,0,0,No,계좌이체,Yes,Yes,No,No,30,2021-12-01,2026-01-01,No,44,,5135,3,13220
237,C-10241,남성,42,No,No,0,0,No,신용카드,No,No,No,No,0,2024-11-01,2026-01-01,No,52,,5863,3,50060
238,C-10242,여성,56,Yes,Yes,2,6,Yes,계좌이체,No,No,No,Yes,24,2022-09-01,2026-01-01,No,54,,5195,3,14580
239,C-10243,남성,34,No,No,0,0,No,신용카드,Yes,Yes,No,Yes,19,2024-04-01,2026-01-01,No,67,,3755,3,0
240,C-10244,여성,63,No,No,0,0,No,계좌이체,Yes,No,No,No,24,2024-12-01,2026-01-01,No,30,,4421,3,43280
241,C-10245,남성,59,Yes,No,0,1,Yes,신용카드,No,No,No,No,0,2019-08-01,2026-01-01,No,80,,5368,3,26560
242,C-10246,여성,62,No,No,0,0,No,계좌이체,No,No,No,Yes,27,2024-10-01,2026-01-01,No,74,,3122,4,17630
243,C-10247,여성,31,No,No,0,0,Yes,계좌이체,No,No,No,Yes,8,2025-10-01,2025-11-01,Yes,81,Other,4476,3,0
244,C-10248,남성,24,No,No,0,3,Yes,계좌이체,Yes,No,No,Yes,41,2021-12-31,2026-01-01,No,53,,2701,4,46670
245,C-10249,남성,21,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,69,2023-02-28,2025-02-01,Yes,82,Competitor,4359,2,43730
246,C-10250,남성,21,No,No,0,9,Yes,신용카드,Yes,Yes,Yes,Yes,82,2023-02-28,2026-01-01,No,41,,5036,3,48140
247,C-10251,여성,56,Yes,No,0,1,No,신용카드,Yes,Yes,Yes,Yes,18,2018-12-31,2026-01-01,No,62,,4272,4,5200
248,C-10252,여성,31,Yes,No,0,7,No,계좌이체,No,No,No,Yes,9,2023-11-01,2025-04-01,Yes,68,Other,4041,2,20230
249,C-10253,여성,20,No,No,0,0,No,계좌이체,No,No,Yes,Yes,73,2025-08-01,2025-11-01,Yes,89,Competitor,5641,1,11980
250,C-10254,남성,31,Yes,No,0,1,No,신용카드,Yes,Yes,No,Yes,21,2020-10-04,2025-08-01,Yes,88,Dissatisfaction,4026,2,19440
251,C-10255,남성,60,Yes,No,0,1,No,신용카드,Yes,Yes,No,Yes,18,2019-06-01,2026-01-01,No,51,,4219,3,51190
252,C-10256,남성,72,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,12,2022-02-28,2026-01-01,No,71,,5626,5,39550
253,C-10257,남성,56,No,No,0,0,No,신용카드,No,No,No,No,0,2024-02-29,2026-01-01,No,66,,2411,5,4970
254,C-10258,여성,42,No,No,0,0,Yes,신용카드,Yes,No,Yes,Yes,28,2019-04-01,2026-01-01,No,37,,6499,3,20910
255,C-10259,남성,38,No,No,0,0,No,신용카드,Yes,Yes,No,Yes,19,2021-09-01,2026-01-01,No,34,,2290,3,0
256,C-10260,남성,64,No,No,0,0,No,신용카드,Yes,No,No,Yes,29,2023-05-01,2026-01-01,No,80,,2120,3,14240
257,C-10261,여성,61,Yes,Yes,1,9,No,신용카드,No,No,No,No,0,2021-02-28,2026-01-01,No,47,,2320,4,53680
258,C-10262,여성,28,Yes,No,0,1,Yes,계좌이체,Yes,No,No,Yes,41,2024-12-01,2025-02-01,Yes,77,Attitude,4263,1,11070
259,C-10264,여성,44,Yes,No,0,7,Yes,신용카드,Yes,No,No,Yes,7,2018-12-31,2026-01-01,No,70,,5678,3,7460
260,C-10265,남성,28,Yes,Yes,3,0,No,신용카드,No,No,No,No,0,2019-02-28,2026-01-01,No,39,,5114,3,1360
261,C-10266,여성,34,No,No,0,0,No,신용카드,No,No,No,No,0,2024-11-01,2026-01-01,No,43,,3009,3,56390
262,C-10267,남성,25,No,Yes,1,0,Yes,계좌이체,No,Yes,Yes,Yes,47,2023-02-01,2026-01-01,No,65,,4028,4,1810
263,C-10268,남성,58,Yes,No,0,4,Yes,계좌이체,No,No,No,Yes,12,2021-12-31,2026-01-01,No,44,,5111,3,45880
264,C-10269,남성,70,Yes,No,0,0,Yes,계좌이체,No,No,No,Yes,15,2020-09-01,2025-08-01,Yes,85,Price,5390,2,12200
265,C-10270,남성,24,No,No,0,0,No,계좌이체,No,No,No,No,0,2019-06-01,2026-01-01,No,45,,4416,5,53450
266,C-10271,남성,22,No,No,0,4,Yes,계좌이체,Yes,No,No,No,59,2018-12-31,2026-01-01,No,62,,4331,3,9380
267,C-10272,여성,22,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,59,2022-02-03,2025-03-01,Yes,83,Dissatisfaction,4437,3,27120
268,C-10273,여성,36,Yes,Yes,1,4,No,계좌이체,No,No,No,No,0,2018-12-31,2026-01-01,No,64,,5335,3,23280
269,C-10274,남성,23,No,No,0,10,No,신용카드,No,No,No,No,0,2018-12-31,2026-01-01,No,36,,6436,3,31640
270,C-10275,남성,21,No,Yes,2,0,Yes,계좌이체,No,No,No,Yes,71,2025-07-01,2025-10-01,Yes,76,Dissatisfaction,4415,1,16500
271,C-10276,여성,75,Yes,No,0,0,Yes,신용카드,No,Yes,No,Yes,8,2020-12-01,2025-06-01,Yes,68,Price,6405,2,37860
272,C-10277,남성,59,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,16,2020-07-01,2025-07-01,Yes,88,Dissatisfaction,4129,2,39780
273,C-10278,여성,35,Yes,No,0,8,Yes,신용카드,Yes,Yes,No,Yes,18,2020-02-29,2026-01-01,No,55,,4761,3,42940
274,C-10279,여성,64,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,9,2022-06-01,2026-01-01,No,56,,4283,3,13560
275,C-10280,여성,62,No,No,0,0,Yes,계좌이체,No,No,No,No,29,2024-10-01,2026-01-01,No,31,,4830,4,22710
276,C-10281,남성,20,No,No,0,0,Yes,계좌이체,Yes,No,Yes,Yes,48,2020-06-01,2026-01-01,No,33,,5162,3,13900
277,C-10283,남성,44,Yes,No,0,1,Yes,신용카드,No,Yes,No,Yes,23,2020-12-01,2026-01-01,No,71,,4696,4,16050
278,C-10284,남성,40,No,No,0,0,No,이체/메일확인,No,No,No,Yes,16,2024-06-01,2025-02-01,Yes,78,Attitude,5578,2,0
279,C-10285,여성,72,No,No,0,0,Yes,계좌이체,No,No,No,Yes,13,2021-10-01,2026-01-01,No,58,,3860,3,11300
280,C-10286,남성,43,Yes,No,0,9,Yes,신용카드,Yes,Yes,No,Yes,15,2019-07-01,2026-01-01,No,73,,5933,3,42600
281,C-10287,여성,23,No,No,0,7,No,신용카드,No,No,No,No,0,2023-10-01,2026-01-01,No,22,,3009,5,39100
282,C-10288,여성,34,Yes,No,0,1,Yes,계좌이체,No,No,No,No,23,2020-10-04,2026-01-01,No,43,,6034,5,0
283,C-10289,남성,74,No,No,0,0,No,이체/메일확인,No,No,Yes,Yes,12,2024-04-01,2026-01-01,No,22,,2145,4,0
284,C-10291,남성,29,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2022-12-01,2026-01-01,No,36,,4761,4,4070
285,C-10292,남성,56,Yes,No,0,9,Yes,계좌이체,No,No,No,Yes,18,2023-02-28,2026-01-01,No,49,,5233,4,55030
286,C-10293,남성,40,No,No,0,0,Yes,계좌이체,No,No,No,Yes,28,2023-10-01,2026-01-01,No,25,,2597,3,13330
287,C-10294,여성,37,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,13,2023-04-01,2025-08-01,Yes,99,Other,5958,3,20680
288,C-10295,남성,47,No,No,0,0,No,신용카드,No,No,No,Yes,10,2024-10-01,2026-01-01,No,69,,3953,4,6100
289,C-10296,여성,34,Yes,No,0,3,Yes,계좌이체,No,No,No,Yes,14,2021-02-01,2026-01-01,No,70,,4488,3,43170
290,C-10297,여성,21,No,No,0,0,Yes,이체/메일확인,Yes,No,Yes,Yes,41,2019-06-01,2026-01-01,No,61,,6322,4,9830
291,C-10298,여성,78,No,No,0,0,Yes,계좌이체,No,Yes,No,No,18,2023-07-01,2026-01-01,No,62,,3896,4,23840
292,C-10299,남성,47,Yes,No,0,1,Yes,신용카드,No,Yes,Yes,Yes,15,2019-11-01,2026-01-01,No,80,,4404,5,38080
293,C-10300,여성,51,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,12,2021-08-01,2026-01-01,No,29,,4176,3,7010
294,C-10301,여성,64,No,No,0,0,Yes,신용카드,No,No,No,Yes,22,2021-05-01,2026-01-01,No,42,,5790,3,20790
295,C-10302,여성,59,No,No,0,0,Yes,신용카드,No,Yes,Yes,Yes,6,2020-08-01,2026-01-01,No,64,,5452,4,38310
296,C-10303,남성,44,Yes,No,0,4,Yes,신용카드,No,No,No,No,0,2020-12-31,2026-01-01,No,28,,2964,3,37400
297,C-10304,여성,79,Yes,No,0,2,Yes,계좌이체,Yes,Yes,Yes,Yes,12,2020-07-01,2026-01-01,No,45,,4337,3,49380
298,C-10305,여성,28,Yes,No,0,3,Yes,계좌이체,Yes,No,No,No,58,2021-09-01,2025-09-01,Yes,65,Price,4926,1,0
299,C-10306,남성,39,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,6,2022-12-31,2026-01-01,No,47,,5207,3,29040
300,C-10307,남성,32,No,No,0,0,No,계좌이체,No,Yes,Yes,Yes,27,2022-04-01,2026-01-01,No,80,,5542,4,39440
301,C-10308,남성,58,Yes,No,0,1,No,계좌이체,Yes,Yes,Yes,Yes,21,2019-07-01,2026-01-01,No,38,,5012,4,48480
302,C-10309,여성,61,Yes,Yes,2,3,Yes,계좌이체,No,No,No,Yes,19,2024-10-01,2026-01-01,No,59,,5998,3,1920
303,C-10310,여성,58,No,No,0,0,No,신용카드,No,No,Yes,No,13,2023-12-01,2026-01-01,No,69,,3239,3,0
304,C-10312,여성,45,Yes,No,0,0,No,계좌이체,No,Yes,Yes,Yes,28,2023-11-01,2025-10-01,Yes,80,Attitude,5737,1,43840
305,C-10313,남성,26,No,Yes,1,0,No,신용카드,No,No,No,No,0,2020-09-01,2026-01-01,No,76,,5662,3,26100
306,C-10314,남성,23,No,No,0,0,Yes,신용카드,No,No,No,No,0,2024-10-01,2026-01-01,No,30,,2406,5,18530
307,C-10315,남성,23,No,No,0,0,Yes,계좌이체,No,No,No,No,73,2024-02-29,2026-01-01,No,70,,2037,5,34240
308,C-10316,여성,39,Yes,Yes,2,10,No,계좌이체,No,No,No,No,0,2018-12-31,2026-01-01,No,30,,4598,5,16050
309,C-10317,남성,62,No,No,0,0,Yes,신용카드,No,No,Yes,Yes,19,2022-08-01,2026-01-01,No,42,,4580,5,54470
310,C-10318,여성,70,Yes,No,0,8,Yes,계좌이체,Yes,No,No,Yes,18,2019-11-01,2026-01-01,No,68,,5061,3,25650
311,C-10319,남성,34,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,29,2022-06-01,2025-11-01,Yes,86,Competitor,2041,2,17970
312,C-10320,남성,47,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,25,2022-02-03,2025-09-01,Yes,100,Price,5107,1,55480
313,C-10321,여성,63,No,Yes,1,0,Yes,계좌이체,No,Yes,Yes,Yes,19,2022-11-01,2026-01-01,No,62,,5980,5,2830
314,C-10322,여성,58,Yes,No,0,9,Yes,계좌이체,No,No,No,Yes,23,2023-06-01,2026-01-01,No,66,,3249,5,12090
315,C-10323,여성,42,Yes,Yes,3,8,No,신용카드,No,No,No,No,0,2018-12-31,2026-01-01,No,26,,5897,4,53790
316,C-10324,여성,74,No,No,0,0,Yes,계좌이체,No,No,No,Yes,15,2021-04-01,2026-01-01,No,69,,5391,4,38530
317,C-10325,남성,43,No,No,0,0,Yes,계좌이체,No,No,No,Yes,12,2022-05-01,2026-01-01,No,29,,4895,5,17520
318,C-10326,남성,23,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2021-08-01,2026-01-01,No,40,,3461,4,46560
319,C-10327,남성,52,Yes,Yes,2,4,No,신용카드,No,No,No,No,0,2019-08-01,2026-01-01,No,39,,6263,5,41250
320,C-10328,남성,37,Yes,Yes,1,0,Yes,계좌이체,Yes,Yes,No,Yes,27,2020-06-01,2025-01-01,Yes,75,Price,5154,1,55480
321,C-10329,남성,48,Yes,Yes,2,2,No,신용카드,No,No,No,No,0,2024-02-01,2026-01-01,No,33,,3372,3,46100
322,C-10330,여성,58,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,13,2020-12-01,2026-01-01,No,60,,4517,5,8480
323,C-10331,남성,49,Yes,No,0,1,No,계좌이체,Yes,No,Yes,Yes,28,2019-12-01,2026-01-01,No,44,,5404,4,17180
324,C-10332,남성,49,Yes,Yes,2,5,Yes,신용카드,No,No,No,No,0,2022-12-01,2026-01-01,No,57,,3829,4,21580
325,C-10334,여성,61,No,Yes,3,0,Yes,계좌이체,No,No,Yes,Yes,53,2023-02-01,2026-01-01,No,70,,5237,3,29270
326,C-10335,남성,28,No,No,0,0,Yes,계좌이체,No,No,No,Yes,42,2023-04-01,2026-01-01,No,39,,2071,5,32210
327,C-10337,남성,78,Yes,No,0,1,Yes,계좌이체,No,No,No,No,14,2025-05-01,2025-10-01,Yes,90,Competitor,4324,2,7570
328,C-10338,남성,61,Yes,No,0,10,No,계좌이체,Yes,No,Yes,Yes,30,2022-12-31,2026-01-01,No,68,,4310,3,37180
329,C-10339,여성,72,No,No,0,0,No,신용카드,No,No,No,Yes,11,2022-12-31,2025-04-01,Yes,96,Other,2420,3,19100
330,C-10340,여성,41,Yes,No,0,7,No,계좌이체,No,No,No,No,0,2019-02-28,2026-01-01,No,30,,4500,4,13220
331,C-10341,여성,78,No,No,0,0,Yes,신용카드,No,No,No,Yes,9,2024-12-01,2025-05-01,Yes,97,Competitor,4028,1,47800
332,C-10342,남성,54,Yes,Yes,1,1,Yes,신용카드,No,No,No,No,0,2021-02-28,2026-01-01,No,35,,3136,3,51870
333,C-10343,여성,33,Yes,Yes,1,5,Yes,계좌이체,No,No,No,Yes,10,2024-11-01,2026-01-01,No,67,,3916,3,32770
334,C-10344,여성,32,Yes,Yes,3,9,Yes,계좌이체,No,No,No,No,0,2020-04-01,2026-01-01,No,23,,5506,5,30170
335,C-10346,여성,74,Yes,No,0,3,Yes,신용카드,No,No,No,Yes,26,2019-12-31,2026-01-01,No,34,,6442,5,31300
336,C-10347,남성,57,Yes,No,0,6,Yes,신용카드,Yes,No,Yes,Yes,9,2021-12-01,2026-01-01,No,66,,5229,3,0
337,C-10348,남성,42,No,No,0,0,Yes,신용카드,No,No,No,No,8,2025-07-01,2025-08-01,Yes,90,Competitor,3525,1,0
338,C-10349,남성,39,Yes,Yes,2,8,No,계좌이체,No,Yes,No,Yes,13,2022-09-01,2026-01-01,No,50,,3411,3,0
339,C-10350,여성,78,No,No,0,0,Yes,신용카드,No,No,No,No,0,2022-12-31,2026-01-01,No,71,,3740,5,0
340,C-10351,여성,27,No,No,0,0,Yes,계좌이체,Yes,Yes,No,Yes,47,2019-11-01,2026-01-01,No,71,,5801,3,27010
341,C-10352,여성,39,No,No,0,0,No,계좌이체,No,No,No,No,0,2024-04-01,2025-10-01,Yes,85,Attitude,4931,3,10170
342,C-10353,여성,21,No,No,0,0,No,계좌이체,Yes,No,Yes,Yes,69,2024-10-01,2025-03-01,Yes,78,Dissatisfaction,5476,1,4070
343,C-10354,여성,58,Yes,Yes,3,9,No,신용카드,No,No,No,No,0,2023-05-01,2026-01-01,No,49,,2522,4,48030
344,C-10356,남성,26,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,48,2022-12-01,2025-11-01,Yes,80,Price,2473,3,44970
345,C-10357,여성,78,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,23,2020-09-01,2026-01-01,No,70,,5185,3,0
346,C-10358,여성,25,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,41,2022-10-01,2025-04-01,Yes,97,Other,3698,2,5420
347,C-10359,남성,36,Yes,No,0,7,No,계좌이체,Yes,Yes,No,Yes,17,2018-12-31,2026-01-01,No,29,,6091,4,0
348,C-10360,남성,70,No,No,0,0,No,계좌이체,No,No,No,Yes,19,2023-12-31,2025-04-01,Yes,96,Attitude,2099,3,52430
349,C-10361,남성,36,No,Yes,2,0,Yes,계좌이체,Yes,Yes,Yes,Yes,17,2019-02-28,2026-01-01,No,65,,5414,4,30170
350,C-10362,남성,37,No,Yes,2,0,No,계좌이체,Yes,Yes,Yes,Yes,17,2019-07-01,2026-01-01,No,57,,5058,3,36270
351,C-10363,남성,68,Yes,No,0,6,Yes,계좌이체,No,No,No,Yes,27,2020-06-01,2026-01-01,No,54,,4958,5,48480
352,C-10364,여성,66,Yes,No,0,2,Yes,계좌이체,No,Yes,No,No,27,2020-09-01,2025-04-01,Yes,100,Competitor,5502,1,48360
353,C-10365,남성,72,Yes,No,0,2,Yes,신용카드,No,Yes,No,Yes,10,2020-04-01,2026-01-01,No,40,,5462,5,54470
354,C-10366,여성,34,Yes,No,0,9,Yes,계좌이체,Yes,Yes,No,Yes,2,2018-12-31,2026-01-01,No,53,,6452,3,0
355,C-10367,여성,27,Yes,No,0,3,No,신용카드,No,No,No,No,0,2022-09-01,2026-01-01,No,41,,5145,4,0
356,C-10368,남성,48,Yes,No,0,8,Yes,계좌이체,Yes,Yes,No,Yes,25,2020-07-01,2026-01-01,No,59,,4544,4,0
357,C-10369,남성,66,Yes,Yes,2,6,Yes,계좌이체,Yes,No,No,Yes,28,2022-12-31,2026-01-01,No,36,,3412,3,0
358,C-10370,여성,59,Yes,No,0,6,Yes,이체/메일확인,Yes,No,No,Yes,24,2024-11-01,2026-01-01,No,34,,5766,3,54690
359,C-10371,남성,23,No,No,0,0,No,신용카드,No,No,No,No,0,2023-12-31,2026-01-01,No,70,,4001,3,21920
360,C-10372,남성,69,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,11,2020-10-04,2026-01-01,No,59,,4673,5,28140
361,C-10373,남성,64,No,No,0,0,No,이체/메일확인,No,Yes,Yes,Yes,21,2023-12-01,2026-01-01,No,65,,4645,4,46330
362,C-10374,남성,26,No,No,0,0,No,계좌이체,No,Yes,Yes,Yes,69,2020-02-29,2026-01-01,No,58,,4474,4,53680
363,C-10375,여성,43,Yes,No,0,2,Yes,신용카드,No,No,Yes,Yes,7,2023-07-01,2026-01-01,No,33,,4948,5,50850
364,C-10376,여성,44,Yes,No,0,6,Yes,신용카드,No,No,No,No,0,2022-08-01,2026-01-01,No,77,,5758,3,56500
365,C-10377,여성,61,Yes,Yes,3,9,No,신용카드,Yes,Yes,Yes,Yes,30,2018-12-31,2026-01-01,No,25,,4703,3,24630
366,C-10378,남성,39,Yes,Yes,1,9,No,신용카드,No,No,No,No,0,2019-02-01,2026-01-01,No,71,,5574,4,21470
367,C-10379,여성,62,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,11,2019-02-28,2026-01-01,No,26,,4442,3,0
368,C-10380,남성,45,No,No,0,0,Yes,계좌이체,No,No,No,Yes,10,2024-05-01,2025-02-01,Yes,90,Dissatisfaction,5007,2,21700
369,C-10381,여성,28,Yes,Yes,2,5,Yes,계좌이체,No,No,Yes,Yes,48,2023-05-01,2026-01-01,No,73,,3186,3,43730
370,C-10382,남성,51,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,9,2019-05-01,2025-02-01,Yes,93,Competitor,6230,1,33220
371,C-10383,남성,26,No,No,0,0,No,신용카드,Yes,Yes,Yes,Yes,85,2019-10-01,2026-01-01,No,43,,4908,4,24300
372,C-10384,여성,38,No,No,0,0,No,계좌이체,Yes,Yes,No,Yes,14,2024-06-01,2026-01-01,No,71,,2845,3,17850
373,C-10385,여성,28,No,No,0,7,Yes,신용카드,Yes,No,No,Yes,59,2019-04-01,2026-01-01,No,73,,4479,3,0
374,C-10386,남성,34,Yes,Yes,1,1,Yes,계좌이체,No,No,No,No,0,2024-09-01,2025-02-01,Yes,83,Other,2102,1,45310
375,C-10387,여성,38,No,No,0,0,No,계좌이체,No,Yes,No,Yes,13,2024-04-01,2026-01-01,No,26,,3581,3,36840
376,C-10388,여성,32,Yes,Yes,1,10,No,신용카드,Yes,No,Yes,Yes,18,2021-02-28,2026-01-01,No,58,,4736,3,55710
377,C-10389,남성,76,Yes,No,0,10,Yes,계좌이체,No,Yes,No,Yes,21,2019-12-31,2026-01-01,No,29,,6150,4,19320
378,C-10390,남성,70,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,7,2023-06-01,2025-09-01,Yes,75,Dissatisfaction,2999,1,44640
379,C-10391,여성,21,No,No,0,2,No,계좌이체,Yes,Yes,No,Yes,52,2023-09-01,2026-01-01,No,73,,4839,3,31410
380,C-10392,여성,23,No,No,0,4,No,계좌이체,No,Yes,No,Yes,53,2023-02-28,2025-01-01,Yes,88,Competitor,3804,1,4520
