순번,생산라인코드,생산라인명,생산일자,품목코드,품목명,작업장코드,충전실온도,실링온도,쿠킹온도,쿠킹스팀압력,실링압력,생산시간
26,D088,냉동밥 내포장#1,2025-03-03,1BA03047,시아스야채볶음밥3kg,W005,72.874,90.674,126.75,24.051,213.88,79.28
22,P021,냉동밥 외포장#1,2025-03-03,1BA03202,강원나물밥200g(알밥),W007,72.445,90.045,125.757,23.808,212.27,77.35
27,P021,냉동밥 외포장#1,2025-03-03,1BA03202,강원나물밥200g(알밥),W007,71.575,93.875,129.624,23.832,204.603,79.16
28,P021,냉동밥 외포장#1,2025-03-03,1BA03047,시아스야채볶음밥3kg,W007,72.212,83.012,118.773,23.841,210.769,75.7
9,P022,냉동밥 외포장#2,2025-03-03,1BA03157,비비고낙지비빔밥200g,W007,72.098,104.898,140.587,23.793,205.622,74.8
30,P022,냉동밥 외포장#2,2025-03-04,1BA03174,통새우볶음밥(노브랜드),W007,72.207,108.607,144.285,23.785,209.396,78.02
5,C087,냉동밥 취반#2,2025-03-04,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,72.297,103.097,138.906,23.873,209.042,73.38
6,C087,냉동밥 취반#2,2025-03-04,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,72.465,106.865,142.848,23.989,210.668,75.86
16,C087,냉동밥 취반#2,2025-03-04,2BA03201,비비고닭가슴살볶음밥210g(알밥)(재),W003,72.438,110.338,146.202,23.909,209.767,78.62
2,C088,냉동밥 취반#1,2025-03-04,2BA03119,홍익돈까스 야채볶음밥(재),W003,72.09,100.09,136.006,23.944,209.111,80.71
18,C088,냉동밥 취반#1,2025-03-04,2BA03180,곤드레나물밥-H(재),W003,72.117,96.017,131.642,23.75,208.27,78.58
17,C088,냉동밥 취반#1,2025-03-04,2BA03180,곤드레나물밥-H(재),W003,71.364,88.464,123.884,23.613,203.579,71.22
20,C088,냉동밥 취반#1,2025-03-04,2BA03160,탄두리닭가슴살현미볶음밥1kg(재),W003,72.746,89.946,125.994,24.032,208.623,79.39
24,C088,냉동밥 취반#1,2025-03-04,2BA03160,탄두리닭가슴살현미볶음밥1kg(재),W003,71.799,97.499,133.166,23.778,207.246,71.42
28,C088,냉동밥 취반#1,2025-03-05,2BA03160,탄두리닭가슴살현미볶음밥1kg(재),W003,72.131,89.331,125.165,23.889,210.797,74.37
4,D087,냉동밥 내포장#2,2025-03-04,1BA03200,비비고새우볶음밥210g(알밥),W005,72.503,96.103,131.968,23.91,206.998,75.59
10,D087,냉동밥 내포장#2,2025-03-04,1BA03201,비비고닭가슴살볶음밥210g(알밥),W005,71.943,87.043,122.87,23.885,208.284,72.36
1,D088,냉동밥 내포장#1,2025-03-04,1BA03119,홍익돈까스 야채볶음밥,W005,71.528,91.528,127.163,23.757,206.474,77.41
3,D088,냉동밥 내포장#1,2025-03-04,1BA03119,홍익돈까스 야채볶음밥,W005,71.872,97.972,133.818,23.897,211.009,76.86
12,D088,냉동밥 내포장#1,2025-03-04,1BA03180,곤드레나물밥-H,W005,71.746,90.246,126.099,23.902,205.293,76.36
13,D088,냉동밥 내포장#1,2025-03-04,1BA03180,곤드레나물밥-H,W005,71.474,88.074,123.656,23.721,208.106,78.67
15,D088,냉동밥 내포장#1,2025-03-04,1BA03180,곤드레나물밥-H,W005,71.747,91.947,127.327,23.586,205.6,76.67
19,D088,냉동밥 내포장#1,2025-03-04,1BA03180,곤드레나물밥-H,W005,70.962,88.662,124.043,23.587,208.221,77.74
23,D088,냉동밥 내포장#1,2025-03-04,1BA03160,탄두리닭가슴살현미볶음밥1kg,W005,72.255,86.555,122.248,23.796,204.641,80.15
27,D088,냉동밥 내포장#1,2025-03-05,1BA03160,탄두리닭가슴살현미볶음밥1kg,W005,71.493,88.793,124.071,23.519,207.489,79.55
25,D088,냉동밥 내포장#1,2025-03-05,1BA03160,탄두리닭가슴살현미볶음밥1kg,W005,70.856,84.856,120.244,23.592,204.549,74.94
8,P021,냉동밥 외포장#1,2025-03-04,1BA03119,홍익돈까스 야채볶음밥,W007,71.062,90.162,125.285,23.416,203.528,76.15
14,P021,냉동밥 외포장#1,2025-03-04,1BA03180,곤드레나물밥-H,W007,71.936,85.736,121.323,23.725,208.733,73.11
26,P021,냉동밥 외포장#1,2025-03-05,1BA03160,탄두리닭가슴살현미볶음밥1kg,W007,71.886,89.586,125.051,23.643,210.544,76.35
22,P021,냉동밥 외포장#1,2025-03-05,1BA03180,곤드레나물밥-H,W007,71.85,92.05,127.798,23.832,202.107,73.55
11,P022,냉동밥 외포장#2,2025-03-04,1BA03200,비비고새우볶음밥210g(알밥),W007,71.853,96.453,132.314,23.908,209.831,73.22
21,P022,냉동밥 외포장#2,2025-03-04,1BA03201,비비고닭가슴살볶음밥210g(알밥),W007,71.065,86.065,121.461,23.597,208.792,72.99
1,P021,냉동밥 외포장#1,2025-03-05,1BA03160,탄두리닭가슴살현미볶음밥1kg,W007,71.259,94.459,130.016,23.705,207.768,79.28
2,C087,냉동밥 취반#2,2025-03-06,2BA03157,비비고낙지비빔밥200g(재),W003,69.938,82.338,117.126,23.192,207.494,
7,C087,냉동밥 취반#2,2025-03-06,2BA03157,비비고낙지비빔밥200g(재),W003,71.338,97.638,133.244,23.737,206.817,75.52
8,C087,냉동밥 취반#2,2025-03-06,2BA03157,비비고낙지비빔밥200g(재),W003,71.401,86.401,121.688,23.525,211.945,70.58
9,C087,냉동밥 취반#2,2025-03-06,2BA03157,비비고낙지비빔밥200g(재),W003,71.51,88.91,124.449,23.692,204.746,77.29
10,C087,냉동밥 취반#2,2025-03-07,2BA03157,비비고낙지비빔밥200g(재),W003,71.62,85.62,121.152,23.688,206.617,79.59
1,D087,냉동밥 내포장#2,2025-03-06,1BA10012,"비비고낙지비빔밥(밥,낙지비빔양념장)",W005,71.064,94.664,129.957,23.528,204.23,73.37
16,P022,냉동밥 외포장#2,2025-03-07,1BA03157,비비고낙지비빔밥200g,W007,72.358,89.858,125.686,23.885,208.327,75.93
3,C087,냉동밥 취반#2,2025-03-06,2BA03157,비비고낙지비빔밥200g(재),W003,71.065,93.465,128.662,23.465,207.027,75.82
10,C087,냉동밥 취반#2,2025-03-07,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,72.532,105.832,141.599,23.845,204.811,73.06
5,C088,냉동밥 취반#1,2025-03-07,2BA03209,AAF장조림볶음밥(재),W003,72.269,99.169,135.066,23.931,209.969,78.25
13,C088,냉동밥 취반#1,2025-03-07,2BA03209,AAF장조림볶음밥(재),W003,71.662,93.262,128.942,23.787,204.247,74.24
16,C088,냉동밥 취반#1,2025-03-07,2BA03208,AAF게살새우볶음밥(재),W003,73.011,100.811,136.833,24.015,214.257,73.07
20,C088,냉동밥 취반#1,2025-03-07,2BA03208,AAF게살새우볶음밥(재),W003,71.201,104.101,139.701,23.733,204.843,74.43
18,D087,냉동밥 내포장#2,2025-03-07,1BA03200,비비고새우볶음밥210g(알밥),W005,73.3,98.5,134.676,24.118,210.825,75.25
12,D087,냉동밥 내포장#2,2025-03-07,1BA03158,비비고불고기비빔밥200g,W005,72.251,92.651,128.684,24.022,209.537,74.52
4,D088,냉동밥 내포장#1,2025-03-07,1BA03209,AAF장조림볶음밥*,W005,71.025,89.325,124.637,23.541,204.522,74.76
6,D088,냉동밥 내포장#1,2025-03-07,1BA03209,AAF장조림볶음밥*,W005,72.115,97.015,132.633,23.746,210.552,72.47
14,D088,냉동밥 내포장#1,2025-03-07,1BA03209,AAF장조림볶음밥*,W005,71.111,85.211,120.734,23.682,212.415,72.93
15,D088,냉동밥 내포장#1,2025-03-07,1BA03209,AAF장조림볶음밥*,W005,71.289,92.089,127.518,23.62,204.894,75.22
17,D088,냉동밥 내포장#1,2025-03-07,1BA03209,AAF장조림볶음밥*,W005,71.833,94.833,130.48,23.765,208.123,72.9
25,D088,냉동밥 내포장#1,2025-03-07,1BA03208,AAF게살새우볶음밥*,W005,71.744,89.444,125.219,23.85,210.674,74.25
8,P021,냉동밥 외포장#1,2025-03-07,1BA03209,AAF장조림볶음밥*,W007,72.122,86.322,121.969,23.765,202.64,74.99
26,P021,냉동밥 외포장#1,2025-03-07,1BA03209,AAF장조림볶음밥*,W007,72.074,84.774,120.373,23.733,211.674,74.46
27,P021,냉동밥 외포장#1,2025-03-08,1BA03208,AAF게살새우볶음밥*,W007,72.074,91.374,127.186,23.875,206.75,73.81
19,P022,냉동밥 외포장#2,2025-03-07,1BA03158,비비고불고기비빔밥200g,W007,71.456,96.556,131.529,23.315,202.051,70.36
1,C087,냉동밥 취반#2,2025-03-08,2BA03158,비비고불고기비빔밥200g(재),W003,72.275,87.375,122.86,23.657,207.088,77.02
4,C088,냉동밥 취반#1,2025-03-08,2BA03094,비비고곤드레밥200g(재),W003,71.467,103.067,137.889,23.215,204.628,70.28
11,D087,냉동밥 내포장#2,2025-03-08,1BA03158,비비고불고기비빔밥200g,W005,70.624,117.224,153.518,24.196,213.37,76.28
15,D087,냉동밥 내포장#2,2025-03-08,1BA03200,비비고새우볶음밥210g(알밥),W005,71.646,93.946,128.399,22.968,198.229,
19,D087,냉동밥 내포장#2,2025-03-08,1BA03200,비비고새우볶음밥210g(알밥),W005,71.892,128.092,163.529,23.625,203.537,79.22
2,D088,냉동밥 내포장#1,2025-03-08,1BA03208,AAF게살새우볶음밥*,W005,70.807,112.407,148.213,23.871,211.652,73.15
6,D088,냉동밥 내포장#1,2025-03-08,1BA03094,비비고곤드레밥200g,W005,73.44,109.94,145.119,23.453,209.841,75.94
10,D088,냉동밥 내포장#1,2025-03-08,1BA03094,비비고곤드레밥200g,W005,72.41,128.01,164.065,24.037,211.824,80.27
16,D088,냉동밥 내포장#1,2025-03-08,1BA03094,비비고곤드레밥200g,W005,71.736,116.436,151.62,23.456,201.31,70.4
17,D088,냉동밥 내포장#1,2025-03-08,1BA03094,비비고곤드레밥200g,W005,71.616,96.416,131.536,23.413,205.634,79.01
7,P021,냉동밥 외포장#1,2025-03-08,1BA03094,비비고곤드레밥200g,W007,70.534,112.234,147.593,23.573,204.9,71.36
20,P021,냉동밥 외포장#1,2025-03-09,1BA03072,CJ새우볶음밥/20개입,W007,70.703,93.403,129.385,23.988,212.736,72.32
3,P022,냉동밥 외포장#2,2025-03-08,1BA03200,비비고새우볶음밥210g(알밥),W007,72.064,90.564,126.056,23.661,208.434,75.58
22,C087,냉동밥 취반#2,2025-03-07,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,72.163,107.963,143.727,23.843,204.721,76.03
21,C087,냉동밥 취반#2,2025-03-09,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,72.084,93.084,127.932,23.232,208.861,75.73
1,C088,냉동밥 취반#1,2025-03-09,2BA03159,비비고깍두기볶음밥200g(재),W003,70.43,105.73,141.399,23.779,211.146,77.62
5,C088,냉동밥 취반#1,2025-03-09,2BA03211,AAF곤드레나물밥250g(알밥)(재)*,W003,71.386,111.586,146.958,23.581,204.775,73.63
18,C088,냉동밥 취반#1,2025-03-09,2BA03211,AAF곤드레나물밥250g(알밥)(재)*,W003,72.911,101.711,137.07,23.573,208.816,73.46
19,C088,냉동밥 취반#1,2025-03-09,2BA03211,AAF곤드레나물밥250g(알밥)(재)*,W003,71.638,119.138,154.85,23.808,209.39,76.42
20,C088,냉동밥 취반#1,2025-03-09,2BA03211,AAF곤드레나물밥250g(알밥)(재)*,W003,72.158,84.558,119.773,23.477,206.331,74.48
23,C088,냉동밥 취반#1,2025-03-09,2BA03131,Single's_pride간편하게즐기는통새우볶음밥920g(재),W003,71.52,119.42,154.397,23.318,203.9,74.63
27,C088,냉동밥 취반#1,2025-03-09,2BA03131,Single's_pride간편하게즐기는통새우볶음밥920g(재),W003,72.225,111.725,146.86,23.424,204.241,75.54
31,C088,냉동밥 취반#1,2025-03-10,2BA03065,CJ햄야채볶음밥(재),W003,71.703,110.403,145.717,23.543,213.181,72.31
32,C088,냉동밥 취반#1,2025-03-10,2BA03074,CJ햄야채볶음밥3kg(재),W003,71.232,101.632,137.286,23.77,211.03,73.5
41,C088,냉동밥 취반#1,2025-03-11,2BA03212,AAF3가지나물밥250g(알밥)(재)*,W003,71.457,86.157,121.727,23.713,201.564,77.79
6,D087,냉동밥 내포장#2,2025-03-09,1BA03175,매콤낙지볶음밥(노브랜드),W005,70.717,132.717,168.377,23.773,205.959,72.51
13,D087,냉동밥 내포장#2,2025-03-09,1BA03201,비비고닭가슴살볶음밥210g(알밥),W005,71.217,111.617,147.028,23.607,204.819,75.55
17,D087,냉동밥 내포장#2,2025-03-09,1BA03201,비비고닭가슴살볶음밥210g(알밥),W005,72.454,111.354,146.827,23.649,204.339,76.7
2,D088,냉동밥 내포장#1,2025-03-09,1BA03159,비비고깍두기볶음밥200g,W005,70.515,93.315,128.459,23.429,202.353,70.35
3,D088,냉동밥 내포장#1,2025-03-09,1BA03159,비비고깍두기볶음밥200g,W005,71.675,119.675,154.946,23.514,206.45,74.01
9,D088,냉동밥 내포장#1,2025-03-09,1BA03211,AAF곤드레나물밥250g(알밥)*,W005,71.224,103.624,138.372,23.166,201.836,
10,D088,냉동밥 내포장#1,2025-03-09,1BA03211,AAF곤드레나물밥250g(알밥)*,W005,71.44,92.24,127.22,23.32,202.252,78.13
12,D088,냉동밥 내포장#1,2025-03-09,1BA03211,AAF곤드레나물밥250g(알밥)*,W005,71.236,113.136,148.603,23.644,204.343,79.55
15,D088,냉동밥 내포장#1,2025-03-09,1BA03211,AAF곤드레나물밥250g(알밥)*,W005,71.453,119.553,154.724,23.448,203.276,77.49
16,D088,냉동밥 내포장#1,2025-03-09,1BA03211,AAF곤드레나물밥250g(알밥)*,W005,70.699,102.599,137.293,23.129,203.633,
24,D088,냉동밥 내포장#1,2025-03-09,1BA03131,Single's_pride간편하게즐기는통새우볶음밥920g,W005,72.576,113.676,149.28,23.736,204.993,76.05
36,D088,냉동밥 내포장#1,2025-03-10,1BA03071,CJ햄야채볶음밥/20개입,W005,71.113,105.013,140.392,23.586,202.679,74.53
39,D088,냉동밥 내포장#1,2025-03-10,1BA03212,AAF3가지나물밥250g(알밥)*,W005,71.03,98.23,133.968,23.825,207.537,76.22
28,D088,냉동밥 내포장#1,2025-03-10,1BA03131,Single's_pride간편하게즐기는통새우볶음밥920g,W005,71.138,132.738,167.613,23.25,201.558,73.57
4,P021,냉동밥 외포장#1,2025-03-09,1BA03159,비비고깍두기볶음밥200g,W007,73.024,97.824,133.578,23.836,209.781,72.6
8,P021,냉동밥 외포장#1,2025-03-09,1BA03211,AAF곤드레나물밥250g(알밥)*,W007,72.416,140.716,176.243,23.685,211.813,71.73
14,P021,냉동밥 외포장#1,2025-03-09,1BA03211,AAF곤드레나물밥250g(알밥)*,W007,71.531,113.231,148.703,23.648,202.122,73.04
33,P021,냉동밥 외포장#1,2025-03-10,1BA03131,Single's_pride간편하게즐기는통새우볶음밥920g,W007,71.063,118.963,154.594,23.754,208.159,78.36
35,P021,냉동밥 외포장#1,2025-03-10,1BA03074,CJ햄야채볶음밥3kg,W007,69.7,113.0,148.568,23.712,202.346,77.09
37,P021,냉동밥 외포장#1,2025-03-10,1BA03071,CJ햄야채볶음밥/20개입,W007,70.236,103.536,139.31,23.849,209.558,76.87
25,P021,냉동밥 외포장#1,2025-03-10,1BA03211,AAF곤드레나물밥250g(알밥)*,W007,70.804,103.104,138.588,23.656,209.458,79.07
29,P021,냉동밥 외포장#1,2025-03-10,1BA03131,Single's_pride간편하게즐기는통새우볶음밥920g,W007,69.916,118.216,153.556,23.56,207.711,75.83
8,C087,냉동밥 취반#2,2025-03-10,2BA03213,AAF불곱창볶음밥250g(알밥)(재)*,W003,71.529,140.229,175.251,23.348,207.393,73.65
9,C087,냉동밥 취반#2,2025-03-10,2BA03213,AAF불곱창볶음밥250g(알밥)(재)*,W003,72.666,101.166,136.608,23.628,208.192,75.91
15,C087,냉동밥 취반#2,2025-03-10,2BA03213,AAF불곱창볶음밥250g(알밥)(재)*,W003,71.322,108.022,143.513,23.661,207.947,76.13
16,C087,냉동밥 취반#2,2025-03-10,2BA03213,AAF불곱창볶음밥250g(알밥)(재)*,W003,72.019,90.919,125.897,23.318,201.67,73.03
2,C088,냉동밥 취반#1,2025-03-10,2BA03065,CJ햄야채볶음밥(재),W003,70.379,127.779,163.626,23.898,210.328,75.85
5,C088,냉동밥 취반#1,2025-03-10,2BA03004,새우볶음밥300g(재),W003,71.578,102.478,137.654,23.451,211.587,71.2
18,C088,냉동밥 취반#1,2025-03-11,2BA03093,비비고취나물밥200g(재),W003,71.672,112.172,146.856,23.123,204.367,
20,C088,냉동밥 취반#1,2025-03-11,2BA03176,비비고시래기나물밥200g(재),W003,71.715,121.615,157.521,23.937,202.877,73.21
1,D088,냉동밥 내포장#1,2025-03-10,1BA03074,CJ햄야채볶음밥3kg,W005,70.958,93.358,128.373,23.344,204.172,78.56
4,D088,냉동밥 내포장#1,2025-03-10,1BA03004,새우볶음밥300g,W005,71.187,98.987,134.68,23.795,206.198,73.57
11,D088,냉동밥 내포장#1,2025-03-10,1BA03004,새우볶음밥300g,W005,72.093,99.893,135.851,23.972,212.466,73.07
19,D088,냉동밥 내포장#1,2025-03-11,1BA03093,비비고취나물밥200g,W005,71.699,91.999,127.792,23.862,207.974,72.9
13,P021,냉동밥 외포장#1,2025-03-11,1BA03093,비비고취나물밥200g,W007,73.071,112.571,148.117,23.697,205.581,74.36
3,C087,냉동밥 취반#2,2025-03-11,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,70.785,104.785,140.47,23.79,213.52,77.25
4,C087,냉동밥 취반#2,2025-03-11,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,72.706,107.806,144.382,24.384,213.793,80.19
11,C087,냉동밥 취반#2,2025-03-11,2BA03200,비비고새우볶음밥210g(알밥)(재),W003,72.7,76.6,112.342,23.828,204.167,71.62
9,C088,냉동밥 취반#1,2025-03-11,2BA03064,CJ해물볶음밥(재),W003,71.635,110.235,145.727,23.661,205.099,77.8
15,C088,냉동밥 취반#1,2025-03-11,2BA03064,CJ해물볶음밥(재),W003,71.709,101.509,136.354,23.23,200.742,78.67
16,C088,냉동밥 취반#1,2025-03-11,2BA03064,CJ해물볶음밥(재),W003,70.817,81.817,117.65,23.889,211.145,72.42
18,C088,냉동밥 취반#1,2025-03-11,2BA03069,CJ낙지볶음밥(재),W003,72.159,102.959,138.648,23.793,208.648,79.47
19,C088,냉동밥 취반#1,2025-03-11,2BA03069,CJ낙지볶음밥(재),W003,70.31,109.51,144.336,23.218,203.653,70.11
5,D087,냉동밥 내포장#2,2025-03-11,1BA03200,비비고새우볶음밥210g(알밥),W005,71.064,119.864,155.434,23.714,209.999,74.12
7,D087,냉동밥 내포장#2,2025-03-11,1BA03200,비비고새우볶음밥210g(알밥),W005,71.882,123.382,159.359,23.985,208.816,76.15
1,D088,냉동밥 내포장#1,2025-03-11,1BA03212,AAF3가지나물밥250g(알밥)*,W005,70.793,96.893,132.621,23.818,204.184,75.35
2,D088,냉동밥 내포장#1,2025-03-11,1BA03070,CJ해물볶음밥/20개입,W005,71.951,102.751,138.096,23.563,210.1,71.8
8,D088,냉동밥 내포장#1,2025-03-11,1BA03070,CJ해물볶음밥/20개입,W005,70.411,88.511,124.363,23.902,211.203,78.19
13,D088,냉동밥 내포장#1,2025-03-11,1BA03073,CJ낙지볶음밥/20개입,W005,72.175,110.975,146.936,23.974,212.637,73.56
17,D088,냉동밥 내포장#1,2025-03-11,1BA03073,CJ낙지볶음밥/20개입,W005,72.569,96.769,132.056,23.525,210.565,75.89
20,D088,냉동밥 내포장#1,2025-03-11,1BA03176,비비고시래기나물밥200g,W005,73.512,111.712,147.383,23.781,211.122,77.53
21,D088,냉동밥 내포장#1,2025-03-11,1BA03199,어수리나물밥,W005,72.844,101.344,136.916,23.715,209.804,71.57
6,G002,볶음 공정,2025-03-11,2BA03200,비비고새우볶음밥210g(알밥)(재),W012,72.872,106.272,141.877,23.737,209.525,74.43
12,P021,냉동밥 외포장#1,2025-03-11,1BA03070,CJ해물볶음밥/20개입,W007,72.314,108.014,143.087,23.382,203.912,72.26
14,P021,냉동밥 외포장#1,2025-03-11,1BA03069,CJ낙지볶음밥*5ea,W007,71.763,112.263,147.141,23.252,209.533,73.52
12,C087,냉동밥 취반#2,2025-03-13,2BA03201,비비고닭가슴살볶음밥210g(알밥)(재),W003,72.299,113.599,148.965,23.577,206.614,70.87
17,C087,냉동밥 취반#2,2025-03-13,2BA03201,비비고닭가슴살볶음밥210g(알밥)(재),W003,72.516,115.616,150.441,23.217,206.862,70.78
18,C087,냉동밥 취반#2,2025-03-14,2BA03201,비비고닭가슴살볶음밥210g(알밥)(재),W003,70.682,124.882,160.79,23.938,217.189,72.85
19,C087,냉동밥 취반#2,2025-03-14,2BA03201,비비고닭가슴살볶음밥210g(알밥)(재),W003,69.28,83.18,118.339,23.439,206.041,76.68
20,D087,냉동밥 내포장#2,2025-03-14,1BA03201,비비고닭가슴살볶음밥210g(알밥),W005,69.976,82.076,117.376,23.534,208.56,79.4
15,C087,냉동밥 취반#2,2025-03-14,2BA03157,비비고낙지비빔밥200g(재),W003,73.175,95.175,130.768,23.728,202.456,76.73
16,C087,냉동밥 취반#2,2025-03-14,2BA03157,비비고낙지비빔밥200g(재),W003,71.731,132.631,166.703,22.715,197.205,
20,C087,냉동밥 취반#2,2025-03-14,2BA03088,1974새우볶음밥240g(재),W003,72.208,102.908,138.428,23.68,204.518,79.7
12,C088,냉동밥 취반#1,2025-03-14,2BA03174,통새우볶음밥(노브랜드)(재),W003,71.905,125.605,160.068,22.975,205.131,
13,C088,냉동밥 취반#1,2025-03-14,2BA03066,CJ새우볶음밥(재),W003,71.427,96.227,131.709,23.655,207.931,72.59
14,C088,냉동밥 취반#1,2025-03-14,2BA03066,CJ새우볶음밥(재),W003,71.797,121.897,157.605,23.805,209.638,77.15
24,C088,냉동밥 취반#1,2025-03-15,2BA03064,CJ해물볶음밥(재),W003,69.503,99.703,134.496,23.195,197.186,
8,D087,냉동밥 내포장#2,2025-03-14,1BA03088,1974새우볶음밥240g,W005,72.26,102.46,137.589,23.42,204.25,74.03
9,D087,냉동밥 내포장#2,2025-03-14,1BA03088,1974새우볶음밥240g,W005,72.212,129.212,164.991,23.853,206.677,79.13
19,D087,냉동밥 내포장#2,2025-03-15,1BA03088,1974새우볶음밥240g,W005,70.982,106.882,142.531,23.766,206.648,76.67
7,D088,냉동밥 내포장#1,2025-03-14,1BA03174,통새우볶음밥(노브랜드),W005,71.141,107.441,142.824,23.589,211.239,75.18
10,D088,냉동밥 내포장#1,2025-03-14,1BA03174,통새우볶음밥(노브랜드),W005,71.318,86.018,122.212,24.129,214.73,79.43
11,D088,냉동밥 내포장#1,2025-03-14,1BA03174,통새우볶음밥(노브랜드),W005,71.44,106.74,142.59,23.899,209.08,75.79
18,D088,냉동밥 내포장#1,2025-03-14,1BA03066,CJ새우볶음밥*5ea,W005,73.051,101.951,137.022,23.381,202.327,74.59
21,D088,냉동밥 내포장#1,2025-03-14,1BA03072,CJ새우볶음밥/20개입,W005,72.381,92.781,128.776,23.997,208.754,80.41
22,D088,냉동밥 내포장#1,2025-03-14,1BA03072,CJ새우볶음밥/20개입,W005,70.838,112.338,147.559,23.481,206.308,71.66
