기준일자,User_ID,기관번호,연체등록일자,연체금액,기관,연체분류,연체사항,세부사항
202501,X0474444465014724107,X2808471037456008197,202309,2800,캐피탈,신용도판단,대출연체,원금이자연체
202501,X0474444465014724107,Y3307984968389331286,202208,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
202502,X0474444465014724107,X1839659711069271896,202005,1600,캐피탈,신용도판단,대출연체,원금이자연체
202502,X0474444465014724107,X2304039654898493228,201901,4400,신용카드사,신용도판단,대출연체,신용카드대금연체
202502,X0474444465014724107,X2808471037456008197,202309,2800,캐피탈,신용도판단,대출연체,원금이자연체
202502,X0474444465014724107,Y3307984968389331286,202208,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
202503,X0474444465014724107,X1839659711069271896,202005,1600,캐피탈,신용도판단,대출연체,원금이자연체
202503,X0474444465014724107,X2304039654898493228,201901,4400,신용카드사,신용도판단,대출연체,신용카드대금연체
202503,X0474444465014724107,Y3307984968389331286,202208,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
202504,X0474444465014724107,X1839659711069271896,202005,1600,캐피탈,신용도판단,대출연체,원금이자연체
202504,X0474444465014724107,X2304039654898493228,201901,4400,신용카드사,신용도판단,대출연체,신용카드대금연체
202504,X0474444465014724107,Y3307984968389331286,202208,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
202505,X0474444465014724107,X1839659711069271896,202005,1600,캐피탈,신용도판단,대출연체,원금이자연체
202505,X0474444465014724107,X2304039654898493228,201901,4400,신용카드사,신용도판단,대출연체,신용카드대금연체
202505,X0474444465014724107,Y3307984968389331286,202208,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
202506,X0474444465014724107,Y3307984968389331286,202208,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
202507,X0474444465014724107,Y3307984968389331286,202208,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
202508,X0474444465014724107,Y3307984968389331286,202208,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
202509,X0474444465014724107,Y3307984968389331286,202208,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
202510,X0474444465014724107,Y3307984968389331286,202208,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
202511,X0474444465014724107,Y3307984968389331286,202208,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
202512,X0474444465014724107,Y3307984968389331286,202208,1600,신용카드사,신용도판단,대출연체,신용카드대금연체
202312,X0514353563147030638,X0375208147442894564,202104,760,기타,신용도판단,지금보증대지급,지금보증대지급
202401,X0514353563147030638,X0375208147442894564,202104,760,기타,신용도판단,지금보증대지급,지금보증대지급
202312,X0613099534023310630,X8140298757125374082,202111,3100,기타,신용도판단,지금보증대지급,신용보증대지급
202312,X0613099534023310630,Y3992279110802959324,202304,7300,기타,신용도판단,지금보증대지급,신용보증대지급
202312,X0613099534023310630,Y6313166589429173854,202001,10000,기타,신용도판단,지금보증대지급,신용보증대지급
202401,X0613099534023310630,X8140298757125374082,202111,3100,기타,신용도판단,지금보증대지급,신용보증대지급
202401,X0613099534023310630,Y3992279110802959324,202304,7300,기타,신용도판단,지금보증대지급,신용보증대지급
202401,X0613099534023310630,Y6313166589429173854,202001,10000,기타,신용도판단,지금보증대지급,신용보증대지급
202402,X0613099534023310630,X8140298757125374082,202111,3100,기타,신용도판단,지금보증대지급,신용보증대지급
202402,X0613099534023310630,Y3992279110802959324,202304,7300,기타,신용도판단,지금보증대지급,신용보증대지급
202402,X0613099534023310630,Y6313166589429173854,202001,10000,기타,신용도판단,지금보증대지급,신용보증대지급
202403,X0613099534023310630,X8140298757125374082,202111,3100,기타,신용도판단,지금보증대지급,신용보증대지급
202403,X0613099534023310630,Y3992279110802959324,202304,7300,기타,신용도판단,지금보증대지급,신용보증대지급
202403,X0613099534023310630,Y6313166589429173854,202001,10000,기타,신용도판단,지금보증대지급,신용보증대지급
202404,X0613099534023310630,X8140298757125374082,202111,3100,기타,신용도판단,지금보증대지급,신용보증대지급
202404,X0613099534023310630,Y3992279110802959324,202304,7300,기타,신용도판단,지금보증대지급,신용보증대지급
202404,X0613099534023310630,Y6313166589429173854,202001,10000,기타,신용도판단,지금보증대지급,신용보증대지급
202405,X0613099534023310630,X8140298757125374082,202111,3100,기타,신용도판단,지금보증대지급,신용보증대지급
202405,X0613099534023310630,Y3992279110802959324,202304,7300,기타,신용도판단,지금보증대지급,신용보증대지급
202405,X0613099534023310630,Y6313166589429173854,202001,10000,기타,신용도판단,지금보증대지급,신용보증대지급
202406,X0613099534023310630,X8140298757125374082,202111,3100,기타,신용도판단,지금보증대지급,신용보증대지급
202406,X0613099534023310630,Y3992279110802959324,202304,7300,기타,신용도판단,지금보증대지급,신용보증대지급
202406,X0613099534023310630,Y6313166589429173854,202001,10000,기타,신용도판단,지금보증대지급,신용보증대지급
202407,X0613099534023310630,X8140298757125374082,202111,3100,기타,신용도판단,지금보증대지급,신용보증대지급
202407,X0613099534023310630,Y3992279110802959324,202304,7300,기타,신용도판단,지금보증대지급,신용보증대지급
202407,X0613099534023310630,Y6313166589429173854,202001,10000,기타,신용도판단,지금보증대지급,신용보증대지급
202408,X0613099534023310630,X8140298757125374082,202111,3100,기타,신용도판단,지금보증대지급,신용보증대지급
202408,X0613099534023310630,Y3992279110802959324,202304,7300,기타,신용도판단,지금보증대지급,신용보증대지급
202408,X0613099534023310630,Y6313166589429173854,202001,10000,기타,신용도판단,지금보증대지급,신용보증대지급
202409,X0613099534023310630,X8140298757125374082,202111,3100,기타,신용도판단,지금보증대지급,신용보증대지급
202409,X0613099534023310630,Y3992279110802959324,202304,7300,기타,신용도판단,지금보증대지급,신용보증대지급
202409,X0613099534023310630,Y6313166589429173854,202001,10000,기타,신용도판단,지금보증대지급,신용보증대지급
202410,X0613099534023310630,X8140298757125374082,202111,3100,기타,신용도판단,지금보증대지급,신용보증대지급
202410,X0613099534023310630,Y6313166589429173854,202001,10000,기타,신용도판단,지금보증대지급,신용보증대지급
202411,X0613099534023310630,Y6313166589429173854,202001,10000,기타,신용도판단,지금보증대지급,신용보증대지급
202312,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202312,X0764410479830242880,X7590123118185189965,202302,830,신용카드사,신용도판단,대출연체,신용카드대금연체
202401,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202401,X0764410479830242880,X7590123118185189965,202302,830,신용카드사,신용도판단,대출연체,신용카드대금연체
202402,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202402,X0764410479830242880,X7590123118185189965,202302,830,신용카드사,신용도판단,대출연체,신용카드대금연체
202403,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202404,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202404,X0764410479830242880,X6015506227454789969,202404,780,기타,신용도판단,지금보증대지급,지금보증대지급
202405,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202405,X0764410479830242880,X6015506227454789969,202404,780,기타,신용도판단,지금보증대지급,지금보증대지급
202406,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202406,X0764410479830242880,X6015506227454789969,202404,780,기타,신용도판단,지금보증대지급,지금보증대지급
202407,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202407,X0764410479830242880,X6015506227454789969,202404,780,기타,신용도판단,지금보증대지급,지금보증대지급
202408,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202408,X0764410479830242880,X6015506227454789969,202404,780,기타,신용도판단,지금보증대지급,지금보증대지급
202409,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202409,X0764410479830242880,X6015506227454789969,202404,780,기타,신용도판단,지금보증대지급,지금보증대지급
202410,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202410,X0764410479830242880,X6015506227454789969,202404,780,기타,신용도판단,지금보증대지급,지금보증대지급
202411,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202411,X0764410479830242880,X6015506227454789969,202404,780,기타,신용도판단,지금보증대지급,지금보증대지급
202412,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202412,X0764410479830242880,X6015506227454789969,202404,780,기타,신용도판단,지금보증대지급,지금보증대지급
202501,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202501,X0764410479830242880,X6015506227454789969,202404,780,기타,신용도판단,지금보증대지급,지금보증대지급
202502,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202503,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202504,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202505,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202506,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202507,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202508,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202509,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
202510,X0764410479830242880,X1519707582874098427,202007,860,기타,신용도판단,대출연체,기타
