No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
NOLSM4431711,3,Oxidation,dry,1210.241046,O2,33.7,0.221,179,699.443,17,11,05-03-2026
NOLSM4441712,3,Oxidation,dry,1108.356271,O2,40.49,0.196,94,732.934,17,12,05-03-2026
NOLSM4451713,3,Oxidation,dry,1190.956727,O2,36.9,0.204,117,698.408,17,13,05-03-2026
NOLSM4461714,3,Oxidation,dry,1188.90217,O2,35.37,0.198,127,703.065,17,14,05-03-2026
NOLSM4471715,3,Oxidation,wet,1011.74933,H2O,34.45,0.194,101,704.971,17,15,05-03-2026
NOLSM4481716,3,Oxidation,dry,1259.826425,O2,37.72,0.206,145,720.692,17,16,05-03-2026
NOLSM4491717,1,Oxidation,dry,1132.417473,O2,34.57,0.198,103,716.015,17,17,05-03-2026
NOLSM4501718,1,Oxidation,wet,1130.180832,H2O,33.18,0.18,129,716.476,17,18,05-03-2026
NOLSM4511719,1,Oxidation,dry,1081.355736,O2,35.95,0.217,133,714.01,17,19,05-03-2026
NOLSM4521720,1,Oxidation,dry,1181.756344,O2,35.61,0.195,146,717.093,17,20,05-03-2026
NOLSM4531721,1,Oxidation,dry,862.0112757,O2,29.07,0.195,56,703.906,17,21,05-03-2026
NOLSM4541722,1,Oxidation,wet,1067.281623,H2O,40.33,0.196,112,699.474,17,22,05-03-2026
NOLSM4551723,1,Oxidation,dry,1030.270105,O2,36.79,0.212,181,699.373,17,23,05-03-2026
NOLSM4561724,2,Oxidation,dry,1114.586608,O2,33.47,0.199,118,690.935,17,24,05-03-2026
NOLSM4571725,2,Oxidation,dry,1096.411544,O2,31.53,0.213,154,716.105,17,25,05-03-2026
NOLSM4581726,2,Oxidation,wet,1089.261667,H2O,30.59,0.204,168,700.377,17,26,05-03-2026
NOLSM4591727,2,Oxidation,dry,1142.00607,O2,27.16,0.229,152,707.673,17,27,05-03-2026
NOLSM460181460,3,Oxidation,dry,870.9631757,O2,36.74,0.188,195,688.458,18,28,06-03-2026
NOLSM461182461,3,Oxidation,dry,888.1603431,O2,22.18,0.192,199,690.969,18,29,06-03-2026
NOLSM462183462,3,Oxidation,dry,888.128041,O2,22.18,0.208,215,704.849,18,30,06-03-2026
NOLSM463184463,3,Oxidation,dry,885.4899051,O2,22.18,0.2,32,708.054,18,31,06-03-2026
NOLSM464185464,3,Oxidation,dry,889.7791189,O2,22.19,0.194,31,712.583,18,32,06-03-2026
NOLSM465186465,3,Oxidation,dry,882.3360488,O2,22.18,0.217,31,712.477,18,33,06-03-2026
NOLSM466187466,3,Oxidation,dry,885.8521753,O2,22.18,0.201,33,712.484,18,34,06-03-2026
NOLSM467188467,3,Oxidation,dry,880.3693945,O2,22.2,0.204,33,713.776,18,35,06-03-2026
NOLSM468189468,3,Oxidation,dry,882.4097827,O2,22.2,0.204,32,713.6,18,36,06-03-2026
NOLSM4691810469,3,Oxidation,dry,890.0527105,O2,22.21,0.2,29,712.25,18,37,06-03-2026
NOLSM4701811470,3,Oxidation,dry,889.3029285,O2,22.21,0.199,29,712.442,18,38,06-03-2026
NOLSM4711812471,3,Oxidation,dry,880.3531034,O2,22.19,0.203,30,712.213,18,39,06-03-2026
NOLSM4721813472,3,Oxidation,dry,874.0830348,O2,22.19,0.204,224,713.713,18,40,06-03-2026
NOLSM4731814473,3,Oxidation,dry,880.7318826,O2,22.19,0.189,224,713.21,18,41,06-03-2026
NOLSM4741815474,3,Oxidation,dry,883.1827177,O2,22.21,0.218,224,713.755,18,42,06-03-2026
NOLSM4751816475,3,Oxidation,dry,889.1366509,O2,22.19,0.202,225,714.696,18,43,06-03-2026
NOLSM4761817476,3,Oxidation,dry,873.1333578,O2,22.17,0.216,224,713.465,18,44,06-03-2026
NOLSM4771818477,3,Oxidation,dry,882.8744757,O2,22.12,0.209,223,712.843,18,45,06-03-2026
NOLSM4781819478,3,Oxidation,dry,889.1419078,O2,22.11,0.203,32,713.454,18,46,06-03-2026
NOLSM4791820479,3,Oxidation,dry,871.8593178,O2,22.12,0.217,31,713.224,18,47,06-03-2026
NOLSM4801821480,3,Oxidation,dry,882.3368137,O2,22.1,0.218,31,714.11,18,48,06-03-2026
NOLSM4811822481,3,Oxidation,dry,890.3149261,O2,22.11,0.217,33,713.825,18,49,06-03-2026
NOLSM4821823482,3,Oxidation,dry,880.67809,O2,22.1,0.219,33,715.172,18,50,06-03-2026
NOLSM4831824483,3,Oxidation,dry,873.9539139,O2,22.1,0.216,32,713.038,18,51,06-03-2026
NOLSM4841825484,3,Oxidation,dry,884.1500837,O2,22.1,0.216,29,712.958,18,52,06-03-2026
NOLSM4851826485,3,Oxidation,dry,878.1236034,O2,22.09,0.217,29,714.001,18,53,06-03-2026
NOLSM4861827486,3,Oxidation,dry,882.3529794,O2,22.1,0.217,224,713.848,18,54,06-03-2026
NOLSM460181,2,Oxidation,dry,870.1430801,O2,22.15,0.188,195,688.458,18,1,06-03-2026
NOLSM461182,2,Oxidation,dry,870.7949893,O2,22.18,0.192,199,690.969,18,2,06-03-2026
NOLSM462183,2,Oxidation,dry,871.0032293,O2,22.18,0.208,215,704.849,18,3,06-03-2026
NOLSM463184,2,Oxidation,dry,871.4997532,O2,22.18,0.211,218,708.054,18,4,06-03-2026
NOLSM464185,3,Oxidation,dry,871.6910602,O2,22.19,0.216,223,712.583,18,5,06-03-2026
NOLSM465186,3,Oxidation,dry,872.0964096,O2,22.18,0.216,223,712.477,18,6,06-03-2026
NOLSM466187,3,Oxidation,dry,871.8803254,O2,22.18,0.216,223,712.484,18,7,06-03-2026
NOLSM467188,3,Oxidation,dry,872.3541455,O2,22.2,0.217,224,713.776,18,8,06-03-2026
NOLSM468189,3,Oxidation,dry,872.4141968,O2,22.2,0.217,224,713.6,18,9,06-03-2026
NOLSM4691810,3,Oxidation,dry,872.3553695,O2,22.21,0.216,223,712.25,18,10,06-03-2026
NOLSM4701811,3,Oxidation,dry,872.5565675,O2,22.21,0.216,223,712.442,18,11,06-03-2026
NOLSM4711812,3,Oxidation,dry,872.1836111,O2,22.19,0.216,223,712.213,18,12,06-03-2026
NOLSM4721813,1,Oxidation,dry,872.4719636,O2,22.19,0.217,224,713.713,18,13,06-03-2026
NOLSM4731814,1,Oxidation,dry,872.0302876,O2,22.19,0.217,224,713.21,18,14,06-03-2026
NOLSM4741815,1,Oxidation,dry,872.5088053,O2,22.21,0.217,224,713.755,18,15,06-03-2026
NOLSM4751816,1,Oxidation,dry,872.5657741,O2,22.19,0.218,225,714.696,18,16,06-03-2026
NOLSM4761817,1,Oxidation,dry,872.3695463,O2,22.17,0.217,224,713.465,18,17,06-03-2026
NOLSM4771818,1,Oxidation,dry,872.2527033,O2,22.12,0.216,223,712.843,18,18,06-03-2026
NOLSM4781819,1,Oxidation,dry,871.975026,O2,22.11,0.217,224,713.454,18,19,06-03-2026
NOLSM4791820,1,Oxidation,dry,871.3201245,O2,22.12,0.217,224,713.224,18,20,06-03-2026
NOLSM4801821,2,Oxidation,dry,871.5156406,O2,22.1,0.218,225,714.11,18,21,06-03-2026
NOLSM4811822,2,Oxidation,dry,871.5312982,O2,22.11,0.217,224,713.825,18,22,06-03-2026
NOLSM4821823,2,Oxidation,dry,872.3137478,O2,22.1,0.219,226,715.172,18,23,06-03-2026
NOLSM4831824,2,Oxidation,dry,871.1639191,O2,22.1,0.216,223,713.038,18,24,06-03-2026
NOLSM4841825,2,Oxidation,dry,871.4705615,O2,22.1,0.216,223,712.958,18,25,06-03-2026
NOLSM4851826,2,Oxidation,dry,871.7683051,O2,22.09,0.217,224,714.001,18,26,06-03-2026
NOLSM4861827,2,Oxidation,dry,871.2876685,O2,22.1,0.217,224,713.848,18,27,06-03-2026
NOLSM487191487,1,Oxidation,dry,872.9084188,O2,22.1,0.219,226,715.199,19,28,07-03-2026
NOLSM488192488,1,Oxidation,dry,874.3980394,O2,22.1,0.219,226,715.385,19,29,07-03-2026
NOLSM489193489,1,Oxidation,dry,874.5326523,O2,22.11,0.219,226,715.44,19,30,07-03-2026
NOLSM490194490,1,Oxidation,dry,878.8474185,O2,22.1,0.22,227,716.953,19,31,07-03-2026
NOLSM491195491,1,Oxidation,dry,873.965639,O2,22.09,0.22,227,716.079,19,32,07-03-2026
NOLSM492196492,1,Oxidation,dry,877.5255474,O2,22.08,0.219,226,715.605,19,33,07-03-2026
NOLSM493197493,1,Oxidation,dry,879.7308171,O2,22.05,0.217,224,713.967,19,34,07-03-2026
NOLSM494198494,1,Oxidation,dry,879.2388316,O2,22.03,0.217,224,713.483,19,35,07-03-2026
NOLSM495199495,1,Oxidation,dry,874.0390279,O2,22.04,0.217,224,713.627,19,36,07-03-2026
NOLSM4961910496,1,Oxidation,dry,871.9816334,O2,22.03,0.218,32,714.956,19,37,07-03-2026
NOLSM4971911497,1,Oxidation,dry,891.6218176,O2,22.05,0.217,32,713.64,19,38,07-03-2026
NOLSM4981912498,1,Oxidation,dry,874.1766822,O2,22.06,0.216,32,712.976,19,39,07-03-2026
NOLSM4991913499,1,Oxidation,dry,879.1363513,O2,22.05,0.219,32,715.564,19,40,07-03-2026
NOLSM5001914500,1,Oxidation,dry,890.5991041,O2,22.03,0.219,31,715.604,19,41,07-03-2026
NOLSM5011915501,1,Oxidation,dry,873.4751335,O2,32.8,0.218,32,714.557,19,42,07-03-2026
NOLSM5021916502,1,Oxidation,dry,881.6198966,O2,31.86,0.22,31,716.48,19,43,07-03-2026
NOLSM5031917503,1,Oxidation,dry,884.0772341,O2,39.51,0.22,34,716.51,19,44,07-03-2026
NOLSM5041918504,1,Oxidation,dry,871.9225053,O2,32.88,0.22,33,716.331,19,45,07-03-2026
NOLSM5051919505,1,Oxidation,dry,884.241487,O2,38.11,0.213,32,709.949,19,46,07-03-2026
NOLSM5061920506,1,Oxidation,dry,872.3001329,O2,39.93,0.213,220,709.495,19,47,07-03-2026
NOLSM5071921507,1,Oxidation,dry,874.9212205,O2,35.63,0.2,220,710.112,19,48,07-03-2026
NOLSM5081922508,1,Oxidation,dry,884.2343176,O2,28.6,0.194,222,711.589,19,49,07-03-2026
NOLSM5091923509,1,Oxidation,dry,881.5642623,O2,34.58,0.217,220,709.742,19,50,07-03-2026
NOLSM5101924510,1,Oxidation,dry,891.9025979,O2,34.95,0.201,32,709.498,19,51,07-03-2026
NOLSM5111925511,1,Oxidation,dry,877.6940873,O2,32.59,0.204,32,709.085,19,52,07-03-2026
NOLSM5121926512,1,Oxidation,dry,875.8511913,O2,38.02,0.204,32,710.536,19,53,07-03-2026
NOLSM5131927513,1,Oxidation,dry,880.4085342,O2,33.81,0.2,32,706.929,19,54,07-03-2026
NOLSM487191,2,Oxidation,dry,872.1675295,O2,22.1,0.219,226,715.199,19,1,07-03-2026
NOLSM488192,2,Oxidation,dry,870.8549225,O2,22.1,0.219,226,715.385,19,2,07-03-2026
NOLSM489193,3,Oxidation,dry,871.3250502,O2,22.11,0.219,226,715.44,19,3,07-03-2026
NOLSM490194,3,Oxidation,dry,871.9026319,O2,22.1,0.22,227,716.953,19,4,07-03-2026
NOLSM491195,3,Oxidation,dry,872.372823,O2,22.09,0.22,227,716.079,19,5,07-03-2026
NOLSM492196,3,Oxidation,dry,871.8744387,O2,22.08,0.219,226,715.605,19,6,07-03-2026
NOLSM493197,3,Oxidation,dry,871.7072146,O2,22.05,0.217,224,713.967,19,7,07-03-2026
NOLSM494198,3,Oxidation,dry,870.5105735,O2,22.03,0.217,224,713.483,19,8,07-03-2026
NOLSM495199,3,Oxidation,dry,871.4561746,O2,22.04,0.217,224,713.627,19,9,07-03-2026
NOLSM4961910,3,Oxidation,dry,871.2889254,O2,22.03,0.218,225,714.956,19,10,07-03-2026
NOLSM4971911,3,Oxidation,dry,872.2062123,O2,22.05,0.217,224,713.64,19,11,07-03-2026
NOLSM4981912,1,Oxidation,dry,871.5021153,O2,22.06,0.216,223,712.976,19,12,07-03-2026
NOLSM4991913,1,Oxidation,dry,871.504701,O2,22.05,0.219,226,715.564,19,13,07-03-2026
NOLSM5001914,1,Oxidation,dry,871.8009857,O2,22.03,0.219,226,715.604,19,14,07-03-2026
NOLSM5011915,1,Oxidation,dry,870.5353831,O2,22.04,0.218,225,714.557,19,15,07-03-2026
NOLSM5021916,1,Oxidation,dry,871.4795899,O2,22.04,0.22,227,716.48,19,16,07-03-2026
NOLSM5031917,1,Oxidation,dry,871.143145,O2,21.96,0.22,227,716.51,19,17,07-03-2026
NOLSM5041918,1,Oxidation,dry,871.010621,O2,21.94,0.22,227,716.331,19,18,07-03-2026
NOLSM5051919,1,Oxidation,dry,871.4748208,O2,22.13,0.213,220,709.949,19,19,07-03-2026
NOLSM5061920,1,Oxidation,dry,871.395986,O2,22.14,0.213,220,709.495,19,20,07-03-2026
NOLSM5071921,2,Oxidation,dry,872.3889367,O2,22.14,0.213,220,710.112,19,21,07-03-2026
NOLSM5081922,2,Oxidation,dry,872.8802881,O2,22.14,0.215,222,711.589,19,22,07-03-2026
NOLSM5091923,2,Oxidation,dry,871.8084556,O2,22.15,0.213,220,709.742,19,23,07-03-2026
NOLSM5101924,2,Oxidation,dry,872.3073461,O2,22.23,0.213,220,709.498,19,24,07-03-2026
NOLSM5111925,2,Oxidation,dry,871.5513535,O2,22.16,0.212,219,709.085,19,25,07-03-2026
NOLSM5121926,2,Oxidation,dry,872.2408441,O2,22.17,0.214,221,710.536,19,26,07-03-2026
NOLSM5131927,2,Oxidation,dry,871.7324708,O2,22.15,0.21,217,706.929,19,27,07-03-2026
NOLSM514201514,1,Oxidation,dry,890.9952681,O2,22.15,0.199,31,706.65,20,28,08-03-2026
NOLSM515202515,1,Oxidation,dry,876.9396274,O2,22.15,0.203,32,705.856,20,29,08-03-2026
NOLSM516203516,1,Oxidation,dry,887.7385657,O2,22.15,0.204,31,707.484,20,30,08-03-2026
NOLSM517204517,1,Oxidation,dry,886.8671412,O2,22.15,0.189,34,706.93,20,31,08-03-2026
NOLSM518205518,1,Oxidation,dry,881.3073611,O2,22.17,0.218,33,709.798,20,32,08-03-2026
NOLSM519206519,1,Oxidation,dry,874.323652,O2,22.17,0.202,32,709.083,20,33,08-03-2026
NOLSM520207520,1,Oxidation,dry,882.3848218,O2,22.15,0.216,32,709.835,20,34,08-03-2026
NOLSM521208521,1,Oxidation,dry,875.8335703,O2,22.14,0.209,32,709.288,20,35,08-03-2026
NOLSM522209522,1,Oxidation,dry,886.6108051,O2,22.16,0.203,32,713.608,20,36,08-03-2026
NOLSM5232010523,1,Oxidation,dry,881.0844537,O2,22.17,0.205,31,712.692,20,37,08-03-2026
NOLSM5242011524,1,Oxidation,dry,891.0957624,O2,22.18,0.194,32,714.415,20,38,08-03-2026
NOLSM5252012525,1,Oxidation,dry,876.1663464,O2,22.16,0.215,30,715.404,20,39,08-03-2026
NOLSM5262013526,1,Oxidation,dry,874.3555668,O2,22.18,0.213,28,713.132,20,40,08-03-2026
NOLSM5272014527,1,Oxidation,dry,880.2902495,O2,22.18,0.214,31,710.33,20,41,08-03-2026
NOLSM5282015528,1,Oxidation,dry,889.9034883,O2,22.18,0.215,30,711.374,20,42,08-03-2026
NOLSM5292016529,1,Oxidation,dry,877.0294248,O2,22.17,0.216,27,712.339,20,43,08-03-2026
NOLSM5302017530,1,Oxidation,dry,876.5882653,O2,22.16,0.216,27,712.491,20,44,08-03-2026
NOLSM5312018531,1,Oxidation,dry,875.1010465,O2,22.17,0.215,27,711.695,20,45,08-03-2026
NOLSM5322019532,1,Oxidation,dry,887.2824193,O2,22.15,0.215,24,711.527,20,46,08-03-2026
NOLSM5332020533,1,Oxidation,dry,876.8108178,O2,22.15,0.215,23,711.963,20,47,08-03-2026
NOLSM5342021534,1,Oxidation,dry,887.2665279,O2,22.16,0.215,23,711.736,20,48,08-03-2026
NOLSM5352022535,1,Oxidation,dry,886.6139955,O2,22.15,0.216,23,712.87,20,49,08-03-2026
NOLSM5362023536,1,Oxidation,dry,886.7947713,O2,22.15,0.215,24,711.696,20,50,08-03-2026
NOLSM5372024537,1,Oxidation,dry,884.9185418,O2,22.12,0.215,25,711.642,20,51,08-03-2026
NOLSM5382025538,1,Oxidation,dry,884.4544425,O2,22.12,0.215,25,711.194,20,52,08-03-2026
NOLSM5392026539,1,Oxidation,dry,884.9415426,O2,22.14,0.216,25,712.558,20,53,08-03-2026
NOLSM5402027540,1,Oxidation,dry,876.4946692,O2,22.15,0.217,25,714.02,20,54,08-03-2026
NOLSM514201,2,Oxidation,dry,871.651861,O2,22.15,0.21,217,706.65,20,1,08-03-2026
NOLSM515202,3,Oxidation,dry,871.3413037,O2,22.15,0.209,216,705.856,20,2,08-03-2026
NOLSM516203,3,Oxidation,dry,872.0034233,O2,22.15,0.211,218,707.484,20,3,08-03-2026
NOLSM517204,3,Oxidation,dry,871.3933033,O2,22.15,0.21,217,706.93,20,4,08-03-2026
NOLSM518205,3,Oxidation,dry,871.7412666,O2,22.17,0.213,220,709.798,20,5,08-03-2026
NOLSM519206,3,Oxidation,dry,872.0376085,O2,22.17,0.212,219,709.083,20,6,08-03-2026
NOLSM520207,3,Oxidation,dry,871.477974,O2,22.15,0.213,220,709.835,20,7,08-03-2026
NOLSM521208,3,Oxidation,dry,871.6370098,O2,22.14,0.213,220,709.288,20,8,08-03-2026
NOLSM522209,3,Oxidation,dry,872.2525238,O2,22.16,0.213,220,709.286,20,9,08-03-2026
NOLSM5232010,1,Oxidation,dry,872.1878902,O2,22.17,0.214,221,710.471,20,10,08-03-2026
NOLSM5242011,1,Oxidation,dry,871.8763382,O2,22.18,0.214,221,711.086,20,11,08-03-2026
NOLSM5252012,1,Oxidation,dry,872.1512961,O2,22.16,0.215,222,711.327,20,12,08-03-2026
NOLSM5262013,1,Oxidation,dry,872.3514959,O2,22.18,0.213,220,709.459,20,13,08-03-2026
NOLSM5272014,1,Oxidation,dry,871.8682905,O2,22.18,0.214,221,710.33,20,14,08-03-2026
NOLSM5282015,1,Oxidation,dry,871.8874713,O2,22.18,0.215,222,711.374,20,15,08-03-2026
NOLSM5292016,1,Oxidation,dry,872.3467639,O2,22.17,0.216,223,712.339,20,16,08-03-2026
NOLSM5302017,1,Oxidation,dry,871.8871054,O2,22.16,0.216,223,712.491,20,17,08-03-2026
NOLSM5312018,1,Oxidation,dry,872.0227477,O2,22.17,0.215,222,711.695,20,18,08-03-2026
NOLSM5322019,2,Oxidation,dry,871.8575757,O2,22.15,0.215,222,711.527,20,19,08-03-2026
NOLSM5332020,2,Oxidation,dry,872.3701521,O2,22.15,0.215,222,711.963,20,20,08-03-2026
NOLSM5342021,2,Oxidation,dry,871.5555397,O2,22.16,0.215,222,711.736,20,21,08-03-2026
NOLSM5352022,2,Oxidation,dry,871.8950263,O2,22.15,0.216,223,712.87,20,22,08-03-2026
NOLSM5362023,2,Oxidation,dry,871.7133155,O2,22.15,0.215,222,711.696,20,23,08-03-2026
NOLSM5372024,2,Oxidation,dry,871.954572,O2,22.12,0.215,222,711.642,20,24,08-03-2026
NOLSM5382025,2,Oxidation,dry,871.0201261,O2,22.12,0.215,222,711.194,20,25,08-03-2026
NOLSM5392026,2,Oxidation,dry,871.5725408,O2,22.14,0.216,223,712.558,20,26,08-03-2026
NOLSM5402027,3,Oxidation,dry,872.0957101,O2,22.15,0.217,224,714.02,20,27,08-03-2026
NOLSM1111,1,Oxidation,wet,1154.448521,H2O,32.8,0.2,62,699.443,1,28,17-02-2026
NOLSM2122,1,Oxidation,wet,1235.843794,H2O,31.86,0.194,137,708.257,1,29,17-02-2026
NOLSM3133,1,Oxidation,dry,1066.274404,O2,39.51,0.217,128,696.21,1,30,17-02-2026
NOLSM4144,1,Oxidation,dry,1133.632428,O2,32.88,0.201,90,708.267,1,31,17-02-2026
NOLSM5155,1,Oxidation,wet,1002.139106,H2O,38.11,0.204,98,709.319,1,32,17-02-2026
NOLSM6166,1,Oxidation,wet,991.8815988,H2O,39.93,0.204,132,720.601,1,33,17-02-2026
NOLSM7177,1,Oxidation,dry,1143.0736,O2,35.63,0.2,74,709.703,1,34,17-02-2026
NOLSM8188,1,Oxidation,wet,1100.064076,H2O,28.6,0.199,291,696.438,1,35,17-02-2026
NOLSM9199,1,Oxidation,dry,1053.499117,O2,34.58,0.203,61,712.977,1,36,17-02-2026
NOLSM1011010,1,Oxidation,wet,1117.020887,H2O,34.95,0.204,117,725.873,1,37,17-02-2026
NOLSM1111111,1,Oxidation,dry,1091.459361,O2,32.59,0.189,87,689.049,1,38,17-02-2026
NOLSM1211212,1,Oxidation,wet,1131.095662,H2O,38.02,0.218,80,708.738,1,39,17-02-2026
NOLSM1311313,1,Oxidation,dry,1196.145906,O2,33.81,0.202,149,716.118,1,40,17-02-2026
NOLSM1411414,1,Oxidation,dry,1102.019701,O2,29.05,0.216,149,703.595,1,41,17-02-2026
NOLSM1511515,1,Oxidation,dry,1028.474622,O2,49.91,0.209,101,721.105,1,42,17-02-2026
NOLSM1611616,1,Oxidation,dry,1112.464113,O2,32.47,0.203,112,703.686,1,43,17-02-2026
NOLSM1711717,1,Oxidation,dry,1105.432493,O2,32.82,0.205,101,702.403,1,44,17-02-2026
NOLSM1811818,1,Oxidation,wet,1011.049811,H2O,36.66,0.194,148,707.175,1,45,17-02-2026
NOLSM1911919,1,Oxidation,wet,1027.212893,H2O,35.44,0.203,157,719.64,1,46,17-02-2026
NOLSM2012020,1,Oxidation,dry,1049.253776,O2,36.74,0.205,147,709.838,1,47,17-02-2026
NOLSM2112121,1,Oxidation,dry,1002.707102,O2,25.53,0.203,56,708.257,1,48,17-02-2026
NOLSM2212222,1,Oxidation,dry,1091.002387,O2,42.37,0.212,84,696.21,1,49,17-02-2026
NOLSM2312323,1,Oxidation,dry,1074.930136,O2,31.47,0.212,117,708.267,1,50,17-02-2026
NOLSM2412424,1,Oxidation,dry,1070.700141,O2,37.17,0.205,137,709.319,1,51,17-02-2026
NOLSM2512525,1,Oxidation,wet,1039.458624,H2O,35.36,0.21,125,720.601,1,52,17-02-2026
NOLSM2612626,1,Oxidation,dry,1106.58443,O2,39.02,0.206,204,696.973,1,53,17-02-2026
NOLSM2712727,1,Oxidation,wet,959.0969231,H2O,33.41,0.218,144,713.383,1,54,17-02-2026
NOLSM541211541,1,Oxidation,dry,891.9664621,O2,22.16,0.216,25,712.87,21,28,17-02-2026
NOLSM542212542,1,Oxidation,dry,891.0396997,O2,22.17,0.219,25,716.026,21,29,17-02-2026
NOLSM543213543,1,Oxidation,dry,873.6867204,O2,22.17,0.219,27,715.157,21,30,17-02-2026
NOLSM544214544,1,Oxidation,dry,874.9217773,O2,22.16,0.217,28,713.608,21,31,17-02-2026
NOLSM545215545,1,Oxidation,dry,889.1191899,O2,22.16,0.216,29,712.692,21,32,17-02-2026
NOLSM546216546,1,Oxidation,dry,888.5195113,O2,32.8,0.218,32,714.415,21,33,17-02-2026
NOLSM547217547,1,Oxidation,dry,887.6215298,O2,31.86,0.219,32,715.404,21,34,17-02-2026
NOLSM548218548,1,Oxidation,dry,883.7640918,O2,39.51,0.217,32,713.132,21,35,17-02-2026
NOLSM549219549,1,Oxidation,dry,885.3588288,O2,32.88,0.218,32,714.295,21,36,17-02-2026
NOLSM5502110550,1,Oxidation,dry,877.6233223,O2,38.11,0.213,31,710.114,21,37,17-02-2026
NOLSM5512111551,1,Oxidation,dry,878.0053592,O2,39.93,0.214,32,710.617,21,38,17-02-2026
NOLSM5522112552,1,Oxidation,dry,879.9246521,O2,35.63,0.215,31,711.632,21,39,17-02-2026
NOLSM5532113553,1,Oxidation,dry,886.4692804,O2,28.6,0.213,34,710.084,21,40,17-02-2026
NOLSM5542114554,1,Oxidation,dry,877.0859858,O2,34.58,0.213,33,710.093,21,41,17-02-2026
NOLSM5552115555,1,Oxidation,dry,888.7930301,O2,34.95,0.213,32,709.915,21,42,17-02-2026
NOLSM5562116556,1,Oxidation,dry,886.1421229,O2,32.59,0.214,32,710.547,21,43,17-02-2026
NOLSM5572117557,1,Oxidation,dry,888.2632167,O2,38.02,0.214,32,711.029,21,44,17-02-2026
NOLSM5582118558,1,Oxidation,dry,872.2993274,O2,22.09,0.212,32,709.076,21,45,17-02-2026
NOLSM5592119559,1,Oxidation,dry,873.8021545,O2,22.09,0.214,31,710.146,21,46,17-02-2026
NOLSM5602120560,1,Oxidation,dry,889.6337522,O2,22.1,0.213,32,709.957,21,47,17-02-2026
NOLSM5612121561,1,Oxidation,dry,889.2100204,O2,22.11,0.213,30,709.783,21,48,17-02-2026
NOLSM5622122562,1,Oxidation,dry,873.7182038,O2,22.08,0.213,28,709.973,21,49,17-02-2026
NOLSM5632123563,1,Oxidation,dry,881.4050386,O2,22.09,0.213,31,709.984,21,50,17-02-2026
NOLSM5642124564,1,Oxidation,dry,873.8932056,O2,22.09,0.213,30,709.983,21,51,17-02-2026
NOLSM5652125565,1,Oxidation,dry,874.4143154,O2,22.09,0.214,27,710.137,21,52,17-02-2026
NOLSM5662126566,1,Oxidation,dry,888.0788188,O2,22.09,0.214,27,710.837,21,53,17-02-2026
NOLSM5672127567,1,Oxidation,dry,882.689904,O2,22.1,0.214,27,710.727,21,54,17-02-2026
NOLSM111,1,Oxidation,wet,1138.979159,H2O,32.8,0.2,62,699.443,1,1,17-02-2026
NOLSM212,1,Oxidation,wet,1218.184551,H2O,31.86,0.194,137,696.792,1,2,17-02-2026
NOLSM313,1,Oxidation,dry,1062.467808,O2,39.51,0.217,128,705.471,1,3,17-02-2026
NOLSM414,1,Oxidation,dry,1114.704773,O2,32.88,0.201,90,710.772,1,4,17-02-2026
NOLSM515,1,Oxidation,wet,989.4119462,H2O,38.11,0.204,98,716.975,1,5,17-02-2026
NOLSM616,1,Oxidation,wet,979.1097026,H2O,39.93,0.204,132,698.725,1,6,17-02-2026
NOLSM717,1,Oxidation,dry,1136.114954,O2,35.63,0.2,74,709.703,1,7,17-02-2026
NOLSM818,1,Oxidation,wet,1096.241849,H2O,28.6,0.199,291,696.438,1,8,17-02-2026
NOLSM919,2,Oxidation,dry,1042.243992,O2,34.58,0.203,61,712.977,1,9,17-02-2026
NOLSM10110,2,Oxidation,wet,1104.836285,H2O,34.95,0.204,117,725.873,1,10,17-02-2026
NOLSM11111,2,Oxidation,dry,1077.751749,O2,32.59,0.189,87,689.049,1,11,17-02-2026
NOLSM12112,2,Oxidation,wet,1113.712029,H2O,38.02,0.218,80,708.738,1,12,17-02-2026
NOLSM13113,2,Oxidation,dry,1193.96599,O2,33.81,0.202,149,716.118,1,13,17-02-2026
NOLSM14114,2,Oxidation,dry,1098.177968,O2,29.05,0.216,149,703.595,1,14,17-02-2026
NOLSM15115,2,Oxidation,dry,1013.703486,O2,49.91,0.209,101,721.105,1,15,17-02-2026
NOLSM16116,2,Oxidation,dry,1102.425583,O2,32.47,0.203,112,703.686,1,16,17-02-2026
NOLSM17117,2,Oxidation,dry,1100.646875,O2,32.82,0.205,101,702.403,1,17,17-02-2026
NOLSM18118,3,Oxidation,wet,996.1626408,H2O,36.66,0.194,148,707.175,1,18,17-02-2026
NOLSM19119,3,Oxidation,wet,1017.293112,H2O,35.44,0.203,157,719.64,1,19,17-02-2026
NOLSM20120,3,Oxidation,dry,1037.438376,O2,36.74,0.205,147,709.838,1,20,17-02-2026
NOLSM21121,3,Oxidation,dry,1000.063674,O2,25.53,0.203,56,715.592,1,21,17-02-2026
NOLSM22122,3,Oxidation,dry,1080.085993,O2,42.37,0.212,84,698.922,1,22,17-02-2026
NOLSM23123,3,Oxidation,dry,1068.506643,O2,31.47,0.212,117,708.278,1,23,17-02-2026
NOLSM24124,3,Oxidation,dry,1067.237334,O2,37.17,0.205,137,704.101,1,24,17-02-2026
